Date,Âge,Sexe,cooling type,Building_type,Climate,Season,Tair,tr,Tout,vel,RH,clo,Met,thermal_sensation,thermal_preference,TSV_3p,lat,lon
08-05-04,50,Female,Naturally Ventilated,Office,Cfb,Summer,26.5,25.8,21.0,0.07,49.0,0.48,1.35,-1,0.0,-1.0,45.750000,4.850000
08-05-04,23,Male,Naturally Ventilated,Office,Cfb,Summer,25.7,27.5,21.0,0.2,45.0,0.48,1.0,1,0.0,1.0,45.750000,4.850000
08-05-04,24,Male,Naturally Ventilated,Office,Cfb,Summer,31.5,31.3,21.0,0.26,47.0,0.58,1.15,3,-1.0,1.0,45.750000,4.850000
08-05-04,25,Male,Naturally Ventilated,Office,Cfb,Summer,30.9,30.9,21.0,0.35,43.0,0.53,1.2,1,0.0,1.0,45.750000,4.850000
08-05-04,23,Male,Naturally Ventilated,Office,Cfb,Summer,31.5,31.3,21.0,0.26,47.0,0.45,1.15,1,0.0,1.0,45.750000,4.850000
08-05-04,23,Female,Naturally Ventilated,Office,Cfb,Summer,25.9,27.2,21.0,0.16,45.0,0.51,1.075,1,0.0,1.0,45.750000,4.850000
08-05-04,23,Male,Naturally Ventilated,Office,Cfb,Summer,24.5,24.7,21.0,0.15,45.0,0.56,1.175,0,0.0,0.0,45.750000,4.850000
08-06-04,26,Male,Naturally Ventilated,Office,Cfb,Summer,32.3,32.0,22.0,0.31,42.0,0.41,1.1,1,-1.0,1.0,45.750000,4.850000
08-06-04,26,Male,Naturally Ventilated,Office,Cfb,Summer,31.5,31.8,22.0,0.37,45.0,0.46,1.325,2,-1.0,1.0,45.750000,4.850000
08-06-04,26,Male,Naturally Ventilated,Office,Cfb,Summer,32.3,32.3,22.0,0.13,43.0,0.4,1.3,1,-1.0,1.0,45.750000,4.850000
08-06-04,42,Male,Naturally Ventilated,Office,Cfb,Summer,29.2,29.5,22.0,0.55,45.0,0.46,1.2,1,-1.0,1.0,45.750000,4.850000
08-06-04,24,Male,Naturally Ventilated,Office,Cfb,Summer,32.1,31.9,22.0,0.24,43.0,0.61,1.2,2,-1.0,1.0,45.750000,4.850000
08-06-04,23,Male,Naturally Ventilated,Office,Cfb,Summer,32.1,31.9,22.0,0.24,43.0,0.45,1.2,1,-1.0,1.0,45.750000,4.850000
07-06-04,41,Female,Naturally Ventilated,Office,Cfb,Summer,27.3,27.9,21.6,0.15,48.0,0.44,1.325,1,-1.0,1.0,45.750000,4.850000
07-06-04,36,Female,Naturally Ventilated,Office,Cfb,Summer,27.3,27.9,21.6,0.15,48.0,0.6,1.5,3,-1.0,1.0,45.750000,4.850000
07-06-04,18,Female,Naturally Ventilated,Office,Cfb,Summer,27.3,27.9,21.6,0.15,48.0,0.46,1.475,2,-1.0,1.0,45.750000,4.850000
07-08-04,41,Female,Naturally Ventilated,Office,Cfb,Summer,24.2,26.7,18.9,0.26,44.0,0.5,1.5,1,0.0,1.0,45.750000,4.850000
07-08-04,36,Female,Naturally Ventilated,Office,Cfb,Summer,25.3,26.9,18.9,0.09,43.0,0.6,1.25,0,0.0,0.0,45.750000,4.850000
07-08-04,18,Female,Naturally Ventilated,Office,Cfb,Summer,25.3,26.9,18.9,0.09,43.0,0.49,1.125,1,0.0,1.0,45.750000,4.850000
07-08-04,24,Male,Naturally Ventilated,Office,Cfb,Summer,24.2,26.7,18.9,0.26,44.0,0.66,1.325,1,-1.0,1.0,45.750000,4.850000
07-15-04,41,Female,Naturally Ventilated,Office,Cfb,Summer,27.0,26.8,19.9,0.06,40.0,0.47,1.2,0,0.0,0.0,45.750000,4.850000
07-15-04,36,Female,Naturally Ventilated,Office,Cfb,Summer,27.2,27.2,19.9,0.04,38.0,0.56,1.175,1,-1.0,1.0,45.750000,4.850000
07-15-04,18,Female,Naturally Ventilated,Office,Cfb,Summer,27.2,27.2,19.9,0.04,38.0,0.46,1.3,2,-1.0,1.0,45.750000,4.850000
07-15-04,49,Female,Naturally Ventilated,Office,Cfb,Summer,27.5,28.1,19.9,0.05,38.0,0.44,1.2,1,-1.0,1.0,45.750000,4.850000
03-07-05,28,Female,Naturally Ventilated,Office,Cfb,Winter,22.0,21.1,-2.5,0.04,20.2,0.43,1.05,-1,1.0,-1.0,45.750000,4.850000
03-07-05,27,Male,Naturally Ventilated,Office,Cfb,Winter,22.2,23.1,-1.1,0.0,25.9,0.99,1.2,0,0.0,0.0,45.750000,4.850000
03-07-05,30,Male,Naturally Ventilated,Office,Cfb,Winter,22.1,21.2,-1.1,0.07,24.0,1.0,1.4,1,0.0,1.0,45.750000,4.850000
03-07-05,45,Male,Naturally Ventilated,Office,Cfb,Winter,22.1,22.8,2.4,0.07,21.1,1.16,1.25,1,0.0,1.0,45.750000,4.850000
03-07-05,30,Female,Naturally Ventilated,Office,Cfb,Winter,23.8,24.3,2.4,0.07,22.0,0.76,1.35,0,0.0,0.0,45.750000,4.850000
03-07-05,49,Female,Naturally Ventilated,Office,Cfb,Winter,21.7,22.5,2.4,0.05,24.0,0.51,1.125,0,0.0,0.0,45.750000,4.850000
03-08-05,26,Male,Naturally Ventilated,Office,Cfb,Winter,23.4,22.9,1.9,0.06,26.0,0.71,1.2,0,0.0,0.0,45.750000,4.850000
03-08-05,27,Male,Naturally Ventilated,Office,Cfb,Winter,22.8,23.4,1.0,0.04,28.0,0.91,1.3,1,0.0,1.0,45.750000,4.850000
03-08-05,30,Male,Naturally Ventilated,Office,Cfb,Winter,21.7,21.6,1.0,0.02,30.0,0.91,1.2,0,0.0,0.0,45.750000,4.850000
03-08-05,45,Male,Naturally Ventilated,Office,Cfb,Winter,23.3,21.8,1.8,0.05,27.0,0.64,1.05,0,0.0,0.0,45.750000,4.850000
03-08-05,30,Female,Naturally Ventilated,Office,Cfb,Winter,23.8,24.9,1.8,0.04,28.0,0.78,1.2,0,0.0,0.0,45.750000,4.850000
03-08-05,49,Female,Naturally Ventilated,Office,Cfb,Winter,21.7,21.9,3.6,0.05,27.0,0.51,1.2,0,0.0,0.0,45.750000,4.850000
03-09-05,26,Male,Naturally Ventilated,Office,Cfb,Winter,22.8,22.2,2.4,0.09,25.0,0.59,1.3,0,0.0,0.0,45.750000,4.850000
03-10-05,26,Male,Naturally Ventilated,Office,Cfb,Winter,23.6,23.3,5.4,0.04,27.0,0.74,1.2,1,0.0,1.0,45.750000,4.850000
03-10-05,27,Male,Naturally Ventilated,Office,Cfb,Winter,24.2,24.7,6.9,0.06,24.0,0.56,1.3,1,0.0,1.0,45.750000,4.850000
03-10-05,30,Male,Naturally Ventilated,Office,Cfb,Winter,22.3,22.5,6.9,0.07,31.0,1.09,1.4,1,0.0,1.0,45.750000,4.850000
03-10-05,45,Male,Naturally Ventilated,Office,Cfb,Winter,24.0,22.5,7.7,0.02,27.0,0.88,1.15,1,-1.0,1.0,45.750000,4.850000
03-10-05,49,Female,Naturally Ventilated,Office,Cfb,Winter,23.4,23.4,8.0,0.04,28.0,0.47,1.2,2,-1.0,1.0,45.750000,4.850000
03-11-05,26,Male,Naturally Ventilated,Office,Cfb,Winter,24.2,24.0,7.8,0.05,24.0,0.59,1.2,1,0.0,1.0,45.750000,4.850000
03-11-05,27,Male,Naturally Ventilated,Office,Cfb,Winter,23.1,23.3,2.4,0.09,23.0,0.73,1.4,0,0.0,0.0,45.750000,4.850000
03-11-05,30,Male,Naturally Ventilated,Office,Cfb,Winter,24.0,22.9,2.4,0.08,24.0,0.67,1.4,2,-1.0,1.0,45.750000,4.850000
03-11-05,45,Male,Naturally Ventilated,Office,Cfb,Winter,24.3,24.8,4.4,0.06,25.0,1.08,1.125,1,-1.0,1.0,45.750000,4.850000
03-11-05,30,Female,Naturally Ventilated,Office,Cfb,Winter,25.4,25.7,4.4,0.04,24.0,0.81,1.2,0,0.0,0.0,45.750000,4.850000
03-11-05,49,Female,Naturally Ventilated,Office,Cfb,Winter,24.4,25.3,9.6,0.04,27.0,0.34,1.2,1,-1.0,1.0,45.750000,4.850000
03-07-07,25,Male,Naturally Ventilated,Office,Cfb,Winter,25.5,26.0,9.8,0.04,22.0,0.75,1.2,1,-1.0,1.0,45.750000,4.850000
03-08-07,25,Male,Naturally Ventilated,Office,Cfb,Winter,24.7,25.8,9.8,0.05,25.0,0.66,1.2,0,0.0,0.0,45.750000,4.850000
03-09-07,25,Male,Naturally Ventilated,Office,Cfb,Winter,25.2,25.8,9.6,0.02,25.0,0.69,1.2,0,0.0,0.0,45.750000,4.850000
03-10-07,25,Male,Naturally Ventilated,Office,Cfb,Winter,26.2,26.4,8.9,0.07,24.0,0.69,1.25,1,-1.0,1.0,45.750000,4.850000
03-10-07,24,Male,Naturally Ventilated,Office,Cfb,Winter,25.9,25.4,3.7,0.04,24.0,0.86,1.1,1,-1.0,1.0,45.750000,4.850000
03-10-07,50,Female,Naturally Ventilated,Office,Cfb,Winter,25.8,24.5,7.2,0.05,23.0,0.91,1.5,-1,0.0,-1.0,45.750000,4.850000
03-11-07,24,Male,Naturally Ventilated,Office,Cfb,Winter,26.0,25.7,10.1,0.05,21.0,0.97,1.375,1,-1.0,1.0,45.750000,4.850000
03-14-05,41,Female,Naturally Ventilated,Office,Cfb,Winter,23.9,23.2,10.1,0.09,23.0,0.72,1.15,0,0.0,0.0,45.750000,4.850000
03-14-05,50,Female,Naturally Ventilated,Office,Cfb,Winter,24.1,24.1,10.1,0.08,25.0,0.35,1.2,1,0.0,1.0,45.750000,4.850000
03-14-05,51,Male,Naturally Ventilated,Office,Cfb,Winter,23.4,22.3,17.8,0.05,24.0,0.74,1.2,0,0.0,0.0,45.750000,4.850000
03-14-05,31,Female,Naturally Ventilated,Office,Cfb,Winter,24.5,23.7,18.8,0.05,23.0,1.03,1.525,1,-1.0,1.0,45.750000,4.850000
03-14-05,52,Female,Naturally Ventilated,Office,Cfb,Winter,23.4,22.3,18.8,0.08,24.0,0.43,1.15,1,1.0,1.0,45.750000,4.850000
03-14-05,48,Male,Naturally Ventilated,Office,Cfb,Winter,24.2,24.0,18.8,0.08,25.0,0.88,1.2,1,0.0,1.0,45.750000,4.850000
03-14-05,57,Female,Naturally Ventilated,Office,Cfb,Winter,24.0,24.0,18.8,0.06,25.0,0.66,1.2,1,0.0,1.0,45.750000,4.850000
03-14-05,53,Female,Naturally Ventilated,Office,Cfb,Winter,22.6,22.3,18.8,0.07,24.0,0.64,1.3,0,0.0,0.0,45.750000,4.850000
03-15-05,40,Female,Naturally Ventilated,Office,Cfb,Winter,23.5,22.8,19.1,0.08,30.0,0.54,1.1,0,0.0,0.0,45.750000,4.850000
03-15-05,51,Male,Naturally Ventilated,Office,Cfb,Winter,23.3,23.8,19.1,0.06,32.0,0.74,1.525,1,-1.0,1.0,45.750000,4.850000
03-15-05,31,Female,Naturally Ventilated,Office,Cfb,Winter,21.6,21.8,6.8,0.08,33.0,0.85,1.325,0,0.0,0.0,45.750000,4.850000
03-15-05,52,Female,Naturally Ventilated,Office,Cfb,Winter,25.3,26.3,11.2,0.06,29.0,0.54,1.2,2,0.0,1.0,45.750000,4.850000
03-15-05,48,Male,Naturally Ventilated,Office,Cfb,Winter,23.8,23.3,11.2,0.06,31.0,0.32,1.2,0,0.0,0.0,45.750000,4.850000
03-15-05,57,Female,Naturally Ventilated,Office,Cfb,Winter,23.9,23.2,11.2,0.06,30.0,0.91,1.2,0,0.0,0.0,45.750000,4.850000
03-15-05,51,Female,Naturally Ventilated,Office,Cfb,Winter,23.6,23.2,11.2,0.08,32.0,0.54,1.35,1,0.0,1.0,45.750000,4.850000
03-15-05,53,Female,Naturally Ventilated,Office,Cfb,Winter,24.5,24.7,11.2,0.04,30.0,0.65,1.2,1,0.0,1.0,45.750000,4.850000
03-15-05,24,Male,Naturally Ventilated,Office,Cfb,Winter,23.6,23.4,14.4,0.07,30.0,0.44,1.4,0,0.0,0.0,45.750000,4.850000
03-16-05,51,Male,Naturally Ventilated,Office,Cfb,Winter,23.5,23.8,14.4,0.04,30.5,0.74,1.2,0,0.0,0.0,45.750000,4.850000
03-16-05,52,Female,Naturally Ventilated,Office,Cfb,Winter,24.4,23.6,16.2,0.06,27.0,0.67,1.125,2,0.0,1.0,45.750000,4.850000
03-16-05,54,Female,Naturally Ventilated,Office,Cfb,Winter,25.2,25.2,5.5,0.07,25.0,0.44,1.2,1,0.0,1.0,45.750000,4.850000
03-16-05,24,Female,Naturally Ventilated,Office,Cfb,Winter,24.9,24.7,8.0,0.06,25.0,0.67,1.55,1,0.0,1.0,45.750000,4.850000
03-16-05,53,Female,Naturally Ventilated,Office,Cfb,Winter,24.9,24.7,11.0,0.06,25.0,0.78,1.15,1,-1.0,1.0,45.750000,4.850000
03-18-05,40,Female,Naturally Ventilated,Office,Cfb,Winter,23.2,23.2,4.7,0.06,35.0,0.51,1.25,0,0.0,0.0,45.750000,4.850000
03-18-05,51,Male,Naturally Ventilated,Office,Cfb,Winter,24.6,24.7,4.7,0.03,33.0,0.47,1.4,1,-1.0,1.0,45.750000,4.850000
03-18-05,52,Female,Naturally Ventilated,Office,Cfb,Winter,25.3,25.7,4.7,0.03,31.0,0.69,1.2,1,0.0,1.0,45.750000,4.850000
03-18-05,52,Female,Naturally Ventilated,Office,Cfb,Winter,23.9,23.6,5.8,0.04,34.0,0.57,1.075,1,0.0,1.0,45.750000,4.850000
03-18-05,54,Female,Naturally Ventilated,Office,Cfb,Winter,24.2,23.1,5.8,0.08,32.0,0.35,1.5,0,0.0,0.0,45.750000,4.850000
03-18-05,48,Male,Naturally Ventilated,Office,Cfb,Winter,23.6,22.8,5.8,0.06,35.0,0.66,1.2,1,0.0,1.0,45.750000,4.850000
03-18-05,57,Female,Naturally Ventilated,Office,Cfb,Winter,23.6,22.8,12.5,0.06,35.0,0.91,1.15,0,0.0,0.0,45.750000,4.850000
03-18-05,51,Female,Naturally Ventilated,Office,Cfb,Winter,23.9,22.6,12.5,0.08,34.0,0.62,1.175,0,0.0,0.0,45.750000,4.850000
