Tair,tr,RH,vel,clo,Met,thermal_sensation,thermal_preference,Âge,Sexe,cooling type,Building_type,Tout,clim,Season,lat,lon,TSV_3p,Climate
21.76,21.89,46.0,0.1,0.55,1.19180900000000,-2,1,20.0,Female,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.27,22.4,64.0,0.12,0.35,1.63873700000000,0,1,40.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.5,23.11,62.0,0.1,0.5,0.993174000000000,-2,1,23.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.42,22.54,62.0,0.1,0.33,1.58907800000000,-1,0,19.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.41,22.59,62.0,0.1,0.52,1.24146800000000,0,-1,18.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.2,22.07,62.0,0.12,0.75,1.24146800000000,-1,0,36.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.61,22.76,61.0,0.18,0.69,0.993174000000000,0,-1,27.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.38,23.73,59.0,0.12,0.33,1.48976100000000,0,0,23.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.45,23.66,58.0,0.11,0.48,1.29112600000000,2,-1,25.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.64,23.77,58.0,0.11,0.29,1.48976100000000,1,-1,26.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.68,23.92,58.0,0.12,0.74,1.39044400000000,1,-1,23.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.49,23.66,58.0,0.12,0.48,1.53942000000000,0,0,42.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
24.11,24.4,56.0,0.11,0.29,0.993174000000000,1,0,25.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
24.03,24.33,57.0,0.1,0.63,1.19180900000000,1,0,25.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.84,23.87,57.0,0.1,0.45,1.39044400000000,0,0,20.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.88,24.0,57.0,0.1,0.63,1.34078500000000,-1,1,26.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
24.11,24.15,57.0,0.13,0.45,1.24146800000000,0,0,55.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.34,24.56,56.0,0.1,0.78,1.24146800000000,1,-1,27.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
21.76,21.65,61.0,0.1,0.74,1.39044400000000,0,1,45.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
21.94,22.15,60.0,0.1,0.85,1.14215000000000,-2,1,24.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.29,22.64,59.0,0.1,0.48,1.29112600000000,1,-1,23.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
22.18,22.41,59.0,0.1,0.47,1.39044400000000,-1,0,37.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.11,22.28,59.0,0.1,0.62,1.63873700000000,0,0,24.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.37,22.79,58.0,0.12,0.29,1.39044400000000,-1,0,21.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.25,22.31,59.0,0.1,0.37,1.24146800000000,1,-1,45.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
22.41,22.47,58.0,0.15,0.52,1.24146800000000,0,0,21.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
21.95,22.44,59.0,0.1,0.7,1.41518800000000,-1,1,36.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.94,23.09,62.0,0.1,0.83,1.19180900000000,1,0,42.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
22.97,23.11,63.0,0.1,0.41,1.19180900000000,-1,0,39.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.73,22.96,64.0,0.14,0.4,1.48976100000000,0,0,30.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.05,23.27,62.0,0.1,0.36,1.26126300000000,0,0,27.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.6,22.59,64.0,0.1,0.44,1.19180900000000,0,0,32.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.52,22.68,64.0,0.1,0.8,1.24146800000000,-2,0,26.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.28,22.41,64.0,0.1,0.48,1.24146800000000,0,0,36.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.21,22.42,65.0,0.1,0.38,1.04283300000000,-1,0,24.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.26,22.49,64.0,0.1,0.43,0.993174000000000,-1,1,27.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.29,22.38,64.0,0.1,0.53,1.26126300000000,-2,0,46.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.12,22.04,65.0,0.11,0.56,0.993174000000000,-1,0,46.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.31,22.35,64.0,0.14,0.51,0.993174000000000,0,1,20.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.6,22.75,62.0,0.1,0.57,1.29112600000000,-1,0,32.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.76,21.76,65.0,0.1,0.69,1.53942000000000,0,0,26.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
21.17,21.2,67.0,0.13,0.52,1.39044400000000,-1,1,21.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.93,22.3,64.0,0.12,0.44,1.14215000000000,0,0,34.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
21.9,21.94,64.0,0.16,0.47,1.24146800000000,0,0,32.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
21.93,22.13,63.0,0.12,0.53,1.48976100000000,-2,1,25.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.26,22.42,62.0,0.1,0.56,1.58907800000000,-1,-1,33.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.28,21.07,66.0,0.11,0.52,1.51450500000000,-1,0,41.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.53,21.74,47.0,0.1,0.36,1.7877130000000,-1,0,26.0,Male,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.68,21.76,50.0,0.12,0.51,1.24146800000000,-1,0,26.0,Female,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.62,21.83,50.0,0.1,0.91,1.34078500000000,-2,0,31.0,Female,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.52,21.71,51.0,0.1,0.56,1.4401020000000,-1,1,30.0,Male,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.6,21.84,51.0,0.14,0.62,1.39044400000000,-1,0,19.0,Male,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.01,22.28,49.0,0.12,0.62,1.04283300000000,-1,-1,38.0,Male,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.96,22.08,50.0,0.12,0.7,1.19180900000000,-1,0,26.0,Female,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.92,22.13,46.0,0.1,1.01,1.26126300000000,-3,1,42.0,Male,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
20.13,19.51,52.0,0.12,1.07,1.48976100000000,-3,1,20.0,Male,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
20.31,20.67,51.0,0.1,0.44,1.98634800000000,-1,1,38.0,Female,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
20.96,21.24,49.0,0.15,0.47,1.63873700000000,-1,1,36.0,Female,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
20.69,20.58,50.0,0.1,0.8,1.19180900000000,-2,1,19.0,Female,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.23,21.73,49.0,0.1,0.69,1.48976100000000,0,0,33.0,Male,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.2,23.43,45.0,0.1,0.56,1.24146800000000,0,0,21.0,Female,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.27,23.46,46.0,0.1,0.52,0.993174000000000,1,0,38.0,Male,Air Conditioned,Office,16.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.74,24.04,61.0,0.1,0.47,1.73805500000000,1,-1,39.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
24.21,24.46,59.0,0.1,0.44,1.4401020000000,1,0,36.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
24.63,25.03,58.0,0.1,0.44,1.19180900000000,1,-1,23.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
24.65,24.89,59.0,0.11,0.29,1.06774700000000,2,-1,25.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
24.62,24.87,60.0,0.1,0.47,1.29112600000000,-1,0,25.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
24.78,25.0,59.0,0.12,0.53,1.36570000000000,1,-1,30.0,Male,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
24.59,24.72,59.0,0.1,0.35,1.24146800000000,1,-1,22.0,Female,Air Conditioned,Office,21.45,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.5,23.81,61.0,0.14,0.66,1.48976100000000,1,0,43.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.79,24.1,64.0,0.16,0.42,1.39044400000000,0,0,21.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
24.09,24.39,63.0,0.14,0.29,1.26126300000000,0,0,32.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
24.09,24.15,63.0,0.1,0.42,1.24146800000000,0,0,21.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.92,23.98,64.0,0.12,0.45,1.04283300000000,-2,0,30.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.87,24.05,65.0,0.1,0.44,1.73805500000000,-2,0,29.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
24.03,24.2,64.0,0.2,0.57,0.993174000000000,0,0,51.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
24.1,24.19,64.0,0.11,0.35,0.993174000000000,-1,0,45.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
24.1,24.12,64.0,0.1,1.17,1.48976100000000,0,1,29.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
24.03,24.23,64.0,0.14,0.7,1.39044400000000,-1,0,31.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
24.04,24.12,64.0,0.12,0.57,1.19180900000000,0,0,55.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.64,23.72,62.0,0.11,0.54,1.48976100000000,1,0,21.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.65,23.74,63.0,0.1,0.44,1.14215000000000,-1,0,39.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.7,23.86,63.0,0.1,0.49,1.39044400000000,-1,0,20.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.53,23.52,64.0,0.14,0.36,1.24146800000000,1,-1,34.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.48,23.63,64.0,0.14,0.53,1.14215000000000,0,-1,59.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.58,23.78,64.0,0.1,0.53,1.24146800000000,0,0,52.0,Female,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.94,24.07,63.0,0.1,0.36,1.39044400000000,-1,-1,33.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
24.14,24.4,62.0,0.1,0.49,0.993174000000000,0,0,50.0,Male,Air Conditioned,Office,20.8,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.32,23.5,64.0,0.1,0.29,0.993174000000000,0,-1,43.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.47,23.58,65.0,0.25,0.57,1.34078500000000,-1,0,27.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.37,23.45,65.0,0.2,0.37,1.24146800000000,-1,0,34.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.78,23.08,67.0,0.14,0.59,1.19180900000000,-1,0,45.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.44,23.82,65.0,0.14,0.37,1.24146800000000,1,0,40.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.89,24.1,64.0,0.16,0.32,1.58907800000000,1,0,40.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
24.04,24.45,63.0,0.17,0.27,1.34078500000000,-1,0,19.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.99,24.0,63.0,0.15,0.36,1.36570000000000,2,-1,40.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.19,23.11,66.0,0.12,0.71,1.39044400000000,-1,0,36.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.6,22.56,65.0,0.12,0.42,1.19180900000000,-1,0,48.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.35,22.44,65.0,0.1,1.01,1.26126300000000,0,1,46.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.64,22.87,64.0,0.1,0.83,1.19180900000000,-1,1,37.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.79,22.89,63.0,0.11,0.44,1.39044400000000,1,-1,36.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
22.44,22.49,64.0,0.1,0.48,1.09249100000000,-1,1,31.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.5,22.68,63.0,0.1,0.53,1.98634800000000,0,0,41.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.41,22.44,63.0,0.1,0.41,1.24146800000000,0,0,39.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.47,22.58,68.0,0.13,0.72,1.19180900000000,-2,1,45.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.65,22.86,68.0,0.1,0.72,1.14215000000000,-3,1,36.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.76,22.89,68.0,0.1,0.82,0.993174000000000,1,0,21.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.49,23.7,64.0,0.1,0.34,1.7877130000000,1,-1,40.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.62,23.77,63.0,0.12,0.49,1.26126300000000,-1,0,62.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.75,23.96,63.0,0.14,0.42,0.993174000000000,0,0,30.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.29,23.48,66.0,0.19,0.32,0.993174000000000,-2,1,30.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.7,23.94,64.0,0.13,0.57,1.29112600000000,0,0,24.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
24.01,24.2,63.0,0.1,0.81,1.48976100000000,0,0,38.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.5,23.78,55.0,0.1,0.5,1.29112600000000,-1,0,24.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.32,23.8,56.0,0.1,0.38,1.39044400000000,0,0,22.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.1,23.39,56.0,0.1,0.82,1.73805500000000,0,0,37.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.97,23.18,57.0,0.1,0.33,1.48976100000000,-2,0,21.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.96,23.37,57.0,0.1,0.48,1.7877130000000,-1,0,41.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.28,22.57,59.0,0.1,0.67,1.8622870000000,0,0,29.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.28,22.85,59.0,0.1,0.52,1.4401020000000,0,0,28.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.22,22.59,59.0,0.1,0.49,1.58907800000000,-2,0,25.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.3,23.74,55.0,0.1,0.52,0.993174000000000,0,0,37.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.41,23.66,56.0,0.1,0.75,1.58907800000000,-1,0,21.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.05,23.43,57.0,0.1,0.36,1.48976100000000,-1,0,32.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.04,23.34,57.0,0.1,0.67,1.48976100000000,-1,0,28.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.28,23.66,56.0,0.1,0.79,1.14215000000000,-1,0,22.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.28,23.61,56.0,0.1,0.29,0.993174000000000,1,0,25.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.06,23.41,57.0,0.1,0.38,1.48976100000000,0,0,27.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.05,23.51,57.0,0.1,0.45,1.58907800000000,-1,0,21.0,Female,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.26,23.66,56.0,0.1,0.35,1.48976100000000,0,0,43.0,Male,Air Conditioned,Office,19.75,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.59,23.85,55.0,0.1,0.36,1.24146800000000,1,-1,28.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.68,23.94,55.0,0.1,0.38,0.993174000000000,-1,0,27.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.18,23.6,56.0,0.16,0.36,1.39044400000000,0,0,33.0,Male,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.3,23.8,56.0,0.12,0.4,1.26126300000000,-1,0,30.0,Male,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.42,23.5,56.0,0.19,0.47,0.993174000000000,1,-1,20.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.67,23.85,55.0,0.17,0.41,1.24146800000000,1,-1,33.0,Male,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
23.69,23.68,55.0,0.1,0.5,1.24146800000000,-2,0,32.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.61,23.66,55.0,0.1,0.39,1.36570000000000,0,0,35.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.44,23.31,55.0,0.18,0.35,1.58907800000000,0,0,19.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.13,23.3,56.0,0.13,0.61,1.19180900000000,-1,0,22.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.15,23.43,56.0,0.1,0.38,1.24146800000000,-1,1,28.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.23,23.6,56.0,0.1,0.54,1.26126300000000,-1,1,31.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.66,23.83,54.0,0.12,0.66,1.24146800000000,0,0,36.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
24.22,24.23,52.0,0.14,0.38,1.39044400000000,0,0,18.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.99,23.63,53.0,0.2,0.33,1.24146800000000,-2,1,29.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.76,23.99,54.0,0.13,0.63,0.993174000000000,0,1,46.0,Male,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.78,23.83,54.0,0.17,0.33,1.24146800000000,0,-1,19.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.44,22.65,56.0,0.1,0.57,1.29112600000000,0,0,32.0,Male,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.74,23.07,54.0,0.17,0.42,1.04283300000000,0,0,23.0,Female,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.34,22.36,56.0,0.12,0.36,0.993174000000000,-1,0,43.0,Male,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.38,22.56,56.0,0.12,0.4,0.993174000000000,0,0,38.0,Male,Air Conditioned,Office,20.15,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.72,24.18,52.0,0.1,0.5,1.73805500000000,0,0,44.0,Male,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.25,23.33,51.0,0.13,0.39,1.61399300000000,0,0,40.0,Female,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
23.2,23.34,53.0,0.13,0.61,1.48976100000000,0,0,52.0,Female,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,0,Aw
22.72,22.73,52.0,0.1,0.7,0.993174000000000,-1,1,33.0,Male,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.31,22.41,52.0,0.16,0.46,1.48976100000000,-3,1,29.0,Female,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.42,23.82,51.0,0.1,0.69,1.24146800000000,-1,0,25.0,Female,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.49,23.66,50.0,0.1,0.79,1.24146800000000,-3,1,45.0,Male,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.36,23.61,49.0,0.13,0.63,1.29112600000000,2,-1,56.0,Female,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,1,Aw
21.63,22.1,54.0,0.1,0.45,1.34078500000000,-2,1,43.0,Female,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
22.27,22.55,54.0,0.13,0.65,1.09249100000000,-1,1,28.0,Female,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
21.96,22.38,52.0,0.15,0.79,1.16689400000000,-2,1,31.0,Female,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
23.63,23.51,52.0,0.1,0.5,1.39044400000000,-1,0,20.0,Female,Air Conditioned,Office,21.5,tropical savanna,Winter,-19.2589640,146.8169480,-1,Aw
