Date,Âge,Sexe,cooling type,Building_type,Climate,Season,Tair,tr,Tout,vel,RH,clo,Met,thermal_sensation,thermal_preference,TSV_3p,lat,lon,Trm_ema_28,Tout_ema_28,RHout_ema_28,precip_ema_28,sunshine_ema_h_28,wind_ema_28,Trm_ema_14,Tout_ema_14,RHout_ema_14,precip_ema_14,sunshine_ema_h_14,wind_ema_14,Trm_ema_7,Tout_ema_7,RHout_ema_7,precip_ema_7,sunshine_ema_h_7,wind_ema_7
09-10-04,51,female,naturally ventilated,office,Cfb,summer,26.8,27.3,26.9,0.06,36.0,0.47,1.375,1,-1.0,1.0,45.75,4.85,20.312155,20.312155,71.198883,1.365999,11.784232,6.713069,20.753314,20.753314,70.970508,0.1254579999999999,11.800004,5.671261,22.082427,22.082427,69.483566,0.042188,11.741011,5.20753
09-10-04,45,male,naturally ventilated,office,Cfb,summer,26.4,26.0,27.1,0.12,36.0,0.66,1.2,1,-1.0,1.0,45.75,4.85,20.312155,20.312155,71.198883,1.365999,11.784232,6.713069,20.753314,20.753314,70.970508,0.1254579999999999,11.800004,5.671261,22.082427,22.082427,69.483566,0.042188,11.741011,5.20753
09-10-04,51,male,naturally ventilated,office,Cfb,summer,26.7,27.1,27.1,0.19,35.0,0.59,1.25,1,-1.0,1.0,45.75,4.85,20.312155,20.312155,71.198883,1.365999,11.784232,6.713069,20.753314,20.753314,70.970508,0.1254579999999999,11.800004,5.671261,22.082427,22.082427,69.483566,0.042188,11.741011,5.20753
09-10-04,31,female,naturally ventilated,office,Cfb,summer,26.3,25.8,22.2,0.04,39.0,0.56,1.15,0,0.0,0.0,45.75,4.85,20.312155,20.312155,71.198883,1.365999,11.784232,6.713069,20.753314,20.753314,70.970508,0.1254579999999999,11.800004,5.671261,22.082427,22.082427,69.483566,0.042188,11.741011,5.20753
09-10-04,35,male,naturally ventilated,office,Cfb,summer,26.4,25.9,23.6,0.07,37.0,0.65,1.3,1,0.0,1.0,45.75,4.85,20.312155,20.312155,71.198883,1.365999,11.784232,6.713069,20.753314,20.753314,70.970508,0.1254579999999999,11.800004,5.671261,22.082427,22.082427,69.483566,0.042188,11.741011,5.20753
09-10-04,52,female,naturally ventilated,office,Cfb,summer,27.9,28.1,23.6,0.22,33.0,0.5,1.2,3,-1.0,1.0,45.75,4.85,20.312155,20.312155,71.198883,1.365999,11.784232,6.713069,20.753314,20.753314,70.970508,0.1254579999999999,11.800004,5.671261,22.082427,22.082427,69.483566,0.042188,11.741011,5.20753
09-10-04,54,female,naturally ventilated,office,Cfb,summer,28.4,28.6,23.6,0.1,33.0,0.47,1.45,2,0.0,1.0,45.75,4.85,20.312155,20.312155,71.198883,1.365999,11.784232,6.713069,20.753314,20.753314,70.970508,0.1254579999999999,11.800004,5.671261,22.082427,22.082427,69.483566,0.042188,11.741011,5.20753
09-10-04,33,male,naturally ventilated,office,Cfb,summer,28.3,27.9,23.6,0.09,33.0,0.57,1.125,2,0.0,1.0,45.75,4.85,20.312155,20.312155,71.198883,1.365999,11.784232,6.713069,20.753314,20.753314,70.970508,0.1254579999999999,11.800004,5.671261,22.082427,22.082427,69.483566,0.042188,11.741011,5.20753
09-10-04,57,female,naturally ventilated,office,Cfb,summer,28.7,28.7,25.1,0.04,36.0,0.6,1.2,3,-1.0,1.0,45.75,4.85,20.312155,20.312155,71.198883,1.365999,11.784232,6.713069,20.753314,20.753314,70.970508,0.1254579999999999,11.800004,5.671261,22.082427,22.082427,69.483566,0.042188,11.741011,5.20753
09-13-04,40,female,naturally ventilated,office,Cfb,summer,26.1,26.6,25.1,0.04,43.0,0.5,1.275,0,0.0,0.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,40,female,naturally ventilated,office,Cfb,summer,26.1,26.1,25.8,0.04,43.0,0.45,1.2,0,0.0,0.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,51,female,naturally ventilated,office,Cfb,summer,23.2,24.0,25.8,0.05,49.0,0.44,1.4,1,-1.0,1.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,45,male,naturally ventilated,office,Cfb,summer,22.4,23.3,23.1,0.04,49.0,0.6,1.2,-1,1.0,-1.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,31,female,naturally ventilated,office,Cfb,summer,22.1,22.3,23.1,0.04,50.0,0.53,1.2,1,-1.0,1.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,35,male,naturally ventilated,office,Cfb,summer,21.9,21.6,23.1,0.03,51.0,0.58,1.2,0,1.0,0.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,52,female,naturally ventilated,office,Cfb,summer,24.9,25.3,23.1,0.02,46.0,0.4,1.2,1,-1.0,1.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,52,female,naturally ventilated,office,Cfb,summer,25.7,26.0,22.5,0.03,44.0,0.51,1.225,1,0.0,1.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,48,male,naturally ventilated,office,Cfb,summer,23.9,24.5,22.5,0.04,49.0,0.53,1.1,0,0.0,0.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,51,female,naturally ventilated,office,Cfb,summer,24.4,25.0,22.5,0.03,48.0,0.64,1.1,1,0.0,1.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,53,female,naturally ventilated,office,Cfb,summer,25.5,26.2,20.0,0.02,51.0,0.8,1.2,0,0.0,0.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,25,female,naturally ventilated,office,Cfb,summer,24.5,25.3,20.0,0.04,49.0,0.87,1.15,-1,1.0,-1.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,24,male,naturally ventilated,office,Cfb,summer,24.5,25.3,21.0,0.04,49.0,0.69,1.2,0,0.0,0.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,59,male,naturally ventilated,office,Cfb,summer,24.3,24.9,21.0,0.05,48.0,0.63,1.1,0,0.0,0.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-13-04,24,male,naturally ventilated,office,Cfb,summer,24.2,25.3,21.0,0.16,48.0,0.5,1.2,0,0.0,0.0,45.75,4.85,20.637418,20.637418,70.335041,2.691407,11.315745,7.453159,20.991874,20.991874,68.781098,2.199571,11.398371,7.131994,21.456479,21.456479,66.223843,3.502441,11.41185,7.857442
09-14-04,40,female,naturally ventilated,office,Cfb,summer,25.9,27.1,21.0,0.06,52.0,0.53,1.4,2,-1.0,1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,40,female,naturally ventilated,office,Cfb,summer,26.3,26.3,21.8,0.04,50.0,0.48,1.2,2,-1.0,1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,51,female,naturally ventilated,office,Cfb,summer,24.2,24.4,24.2,0.1,56.0,0.44,1.2,-1,-1.0,-1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,51,male,naturally ventilated,office,Cfb,summer,23.8,24.1,24.2,0.02,57.0,0.55,1.2,0,0.0,0.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,31,female,naturally ventilated,office,Cfb,summer,24.6,24.6,24.2,0.05,54.0,0.51,1.15,0,0.0,0.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,35,male,naturally ventilated,office,Cfb,summer,23.9,24.0,24.2,0.03,58.0,0.55,1.625,0,0.0,0.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,52,female,naturally ventilated,office,Cfb,summer,26.8,26.8,24.6,0.06,54.0,0.76,1.2,0,0.0,0.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,52,female,naturally ventilated,office,Cfb,summer,26.5,26.6,24.6,0.03,50.0,0.44,1.275,1,0.0,1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,54,female,naturally ventilated,office,Cfb,summer,24.1,24.9,24.6,0.06,57.0,0.63,1.325,1,-1.0,1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,33,male,naturally ventilated,office,Cfb,summer,24.6,25.2,24.6,0.03,55.0,0.59,1.2,1,-1.0,1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,48,male,naturally ventilated,office,Cfb,summer,24.0,24.0,26.0,0.14,55.0,0.53,1.2,-1,0.0,-1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,57,female,naturally ventilated,office,Cfb,summer,24.0,24.0,27.1,0.14,55.0,0.61,1.2,1,-1.0,1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,51,female,naturally ventilated,office,Cfb,summer,23.6,24.4,27.1,0.04,58.0,0.64,1.15,0,1.0,0.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,53,female,naturally ventilated,office,Cfb,summer,25.8,26.2,27.1,0.02,54.0,0.57,1.15,1,0.0,1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,24,male,naturally ventilated,office,Cfb,summer,24.6,25.4,27.1,0.05,55.0,0.61,1.2,1,-1.0,1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-14-04,24,male,naturally ventilated,office,Cfb,summer,24.9,24.9,27.7,0.05,53.0,0.56,1.2,-1,1.0,-1.0,45.75,4.85,20.617516,20.617516,70.381861,5.37246,10.915334,7.522599,20.451586,20.451586,66.82724,1.744446,11.27671,8.072609,20.790535,20.790535,65.267246,2.573437,11.47049,8.450446
09-15-04,40,female,naturally ventilated,office,Cfb,summer,24.9,26.3,27.7,0.03,49.0,0.48,1.2,1,0.0,1.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,40,female,naturally ventilated,office,Cfb,summer,24.8,25.0,27.7,0.05,46.0,0.59,1.2,0,0.0,0.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,31,female,naturally ventilated,office,Cfb,summer,22.9,22.9,28.0,0.04,53.0,0.51,1.3,1,-1.0,1.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,35,male,naturally ventilated,office,Cfb,summer,22.7,22.8,28.0,0.02,53.0,0.58,1.3,0,0.0,0.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,52,female,naturally ventilated,office,Cfb,summer,24.8,25.6,28.0,0.04,47.0,0.81,1.2,1,0.0,1.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,52,female,naturally ventilated,office,Cfb,summer,26.0,26.6,15.3,0.05,45.0,0.5,1.125,2,0.0,1.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,54,female,naturally ventilated,office,Cfb,summer,24.7,24.9,15.3,0.07,44.0,0.58,1.6,0,0.0,0.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,33,male,naturally ventilated,office,Cfb,summer,24.3,24.3,18.0,0.04,45.0,0.66,1.2,0,0.0,0.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,48,male,naturally ventilated,office,Cfb,summer,23.8,24.0,18.0,0.05,48.0,0.53,1.2,1,-1.0,1.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,57,female,naturally ventilated,office,Cfb,summer,23.8,24.0,18.0,0.05,48.0,0.59,1.15,0,0.0,0.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,51,female,naturally ventilated,office,Cfb,summer,23.8,24.8,18.0,0.05,49.0,0.64,1.125,0,1.0,0.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,25,female,naturally ventilated,office,Cfb,summer,24.2,24.4,18.0,0.04,47.0,0.51,1.15,-1,1.0,-1.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,24,male,naturally ventilated,office,Cfb,summer,24.4,25.0,18.0,0.04,47.0,0.56,1.2,1,-1.0,1.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-15-04,59,male,naturally ventilated,office,Cfb,summer,23.5,24.3,19.9,0.05,47.0,0.69,1.2,0,0.0,0.0,45.75,4.85,20.710909,20.710909,70.322486,2.041589,11.219426,9.266538,20.225768,20.225768,68.904741,2.271853,10.682115,7.557820999999999,20.266121,20.266121,68.697302,3.355078,9.654693,8.385212
09-17-04,40,female,naturally ventilated,office,Cfb,summer,24.9,25.5,19.9,0.02,41.0,0.55,1.475,1,-1.0,1.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
09-17-04,40,female,naturally ventilated,office,Cfb,summer,24.9,24.6,19.9,0.04,40.0,0.63,1.2,1,-1.0,1.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
09-17-04,51,male,naturally ventilated,office,Cfb,summer,23.0,23.3,19.9,0.02,42.0,0.63,1.3,0,0.0,0.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
09-17-04,35,male,naturally ventilated,office,Cfb,summer,22.8,22.4,19.9,0.02,44.0,0.83,1.15,0,0.0,0.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
09-17-04,52,female,naturally ventilated,office,Cfb,summer,26.2,25.9,21.5,0.34,38.0,0.59,1.125,2,-1.0,1.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
09-17-04,33,male,naturally ventilated,office,Cfb,summer,24.8,25.0,19.0,0.05,39.0,0.66,1.1,0,0.0,0.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
09-17-04,48,male,naturally ventilated,office,Cfb,summer,24.7,25.7,19.0,0.03,41.0,0.56,1.2,2,-1.0,1.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
09-17-04,53,female,naturally ventilated,office,Cfb,summer,25.5,27.5,19.0,0.04,40.0,0.57,1.2,0,0.0,0.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
09-17-04,25,female,naturally ventilated,office,Cfb,summer,23.6,23.9,19.0,0.06,43.0,0.9,1.2,0,0.0,0.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
09-17-04,24,male,naturally ventilated,office,Cfb,summer,23.7,24.3,19.6,0.04,43.0,0.66,1.2,0,0.0,0.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
09-17-04,59,male,naturally ventilated,office,Cfb,summer,23.7,23.1,19.6,0.05,41.0,0.63,1.2,0,0.0,0.0,45.75,4.85,19.559558,19.559558,69.678723,1.516047,11.096871,8.072644,19.58521,19.58521,69.111598,1.706414,10.710444,8.74289,18.225531,18.225531,65.566002,1.887231,10.210031,12.088953
08-03-04,26,male,naturally ventilated,office,Cfb,summer,32.9,32.4,19.6,0.28,43.0,0.46,1.325,2,-1.0,1.0,45.75,4.85,22.809594,22.809594,59.364425,0.879312,12.957209,8.894866,24.269106,24.269106,56.683911,0.711021,13.105389,9.014465,24.678401,24.678401,52.483258,0.0,13.600287,8.859883
08-03-04,26,male,naturally ventilated,office,Cfb,summer,32.3,32.3,19.6,0.35,44.0,0.41,1.15,3,-1.0,1.0,45.75,4.85,22.809594,22.809594,59.364425,0.879312,12.957209,8.894866,24.269106,24.269106,56.683911,0.711021,13.105389,9.014465,24.678401,24.678401,52.483258,0.0,13.600287,8.859883
08-03-04,42,male,naturally ventilated,office,Cfb,summer,29.8,29.5,19.6,0.42,51.0,0.62,1.2,2,-1.0,1.0,45.75,4.85,22.809594,22.809594,59.364425,0.879312,12.957209,8.894866,24.269106,24.269106,56.683911,0.711021,13.105389,9.014465,24.678401,24.678401,52.483258,0.0,13.600287,8.859883
08-03-04,50,female,naturally ventilated,office,Cfb,summer,29.7,28.8,19.6,0.17,48.0,0.64,1.4,0,0.0,0.0,45.75,4.85,22.809594,22.809594,59.364425,0.879312,12.957209,8.894866,24.269106,24.269106,56.683911,0.711021,13.105389,9.014465,24.678401,24.678401,52.483258,0.0,13.600287,8.859883
08-03-04,23,male,naturally ventilated,office,Cfb,summer,26.7,27.4,19.7,0.21,42.0,0.51,1.125,2,-1.0,1.0,45.75,4.85,22.809594,22.809594,59.364425,0.879312,12.957209,8.894866,24.269106,24.269106,56.683911,0.711021,13.105389,9.014465,24.678401,24.678401,52.483258,0.0,13.600287,8.859883
08-03-04,24,male,naturally ventilated,office,Cfb,summer,31.8,31.8,19.7,0.12,46.0,0.61,1.15,3,-1.0,1.0,45.75,4.85,22.809594,22.809594,59.364425,0.879312,12.957209,8.894866,24.269106,24.269106,56.683911,0.711021,13.105389,9.014465,24.678401,24.678401,52.483258,0.0,13.600287,8.859883
08-03-04,25,male,naturally ventilated,office,Cfb,summer,29.8,29.5,19.2,0.42,51.0,0.43,1.2,2,-1.0,1.0,45.75,4.85,22.809594,22.809594,59.364425,0.879312,12.957209,8.894866,24.269106,24.269106,56.683911,0.711021,13.105389,9.014465,24.678401,24.678401,52.483258,0.0,13.600287,8.859883
08-03-04,23,male,naturally ventilated,office,Cfb,summer,31.8,31.8,19.2,0.12,46.0,0.45,1.15,2,-1.0,1.0,45.75,4.85,22.809594,22.809594,59.364425,0.879312,12.957209,8.894866,24.269106,24.269106,56.683911,0.711021,13.105389,9.014465,24.678401,24.678401,52.483258,0.0,13.600287,8.859883
08-03-04,23,female,naturally ventilated,office,Cfb,summer,26.4,28.3,17.9,0.17,43.0,0.43,1.2,1,0.0,1.0,45.75,4.85,22.809594,22.809594,59.364425,0.879312,12.957209,8.894866,24.269106,24.269106,56.683911,0.711021,13.105389,9.014465,24.678401,24.678401,52.483258,0.0,13.600287,8.859883
08-03-04,23,male,naturally ventilated,office,Cfb,summer,25.5,25.7,17.9,0.11,44.0,0.55,1.2,0,0.0,0.0,45.75,4.85,22.809594,22.809594,59.364425,0.879312,12.957209,8.894866,24.269106,24.269106,56.683911,0.711021,13.105389,9.014465,24.678401,24.678401,52.483258,0.0,13.600287,8.859883
08-04-04,26,male,naturally ventilated,office,Cfb,summer,32.1,32.1,19.1,0.34,41.0,0.43,1.15,3,-1.0,1.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
08-04-04,26,male,naturally ventilated,office,Cfb,summer,32.1,32.1,19.1,0.34,41.0,0.41,1.2,2,-1.0,1.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
08-04-04,26,male,naturally ventilated,office,Cfb,summer,31.7,32.0,19.1,0.06,41.0,0.48,1.325,2,-1.0,1.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
08-04-04,42,male,naturally ventilated,office,Cfb,summer,29.6,29.6,19.1,0.52,45.0,0.54,1.475,2,-1.0,1.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
08-04-04,50,female,naturally ventilated,office,Cfb,summer,29.7,28.4,19.1,0.06,44.0,0.5,1.4,0,0.0,0.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
08-04-04,23,male,naturally ventilated,office,Cfb,summer,24.4,25.3,20.0,0.21,45.0,0.48,1.0,0,0.0,0.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
08-04-04,30,male,naturally ventilated,office,Cfb,summer,31.8,31.8,20.0,0.27,41.0,0.63,1.375,0,-1.0,0.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
08-04-04,24,male,naturally ventilated,office,Cfb,summer,32.2,32.0,20.0,0.22,42.0,0.61,1.2,2,-1.0,1.0,45.75,4.85,23.067729,23.067729,59.614445,1.462337,12.709057,9.97141,24.343578,24.343578,59.075285,1.294831,13.010684,8.464925,24.757057,24.757057,56.121256,1.5,13.065404,6.889655
