Tair,tr,RH,vel,clo,Met,thermal_sensation,thermal_preference,Âge,Sexe,cooling type,Building_type,Tout,clim,Season,lat,lon,TSV_3p,Climate,pmv,ppd,set,pet,pts_pet,pts_set,apmv,epmv,apts,epts
23.41,23.54822,49.55,0.155333,0.49,1.379,-1,-1,55.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,-1,BSh,-0.19,5.7,23.0,22.77,-0.0455620000000001,0.0,-0.19,-0.0,-1.9971093516582066,0.0
21.73,22.000062,54.05,0.102,0.35,1.628,2,-1,34.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.27,6.5,20.6,22.3,-0.06878000000000006,0.0,-0.28,-0.0,-4.397109351658205,0.0
21.21,21.312237,55.7,0.067,0.94,1.203,0,0,40.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,0,BSh,-0.09,5.2,24.3,21.65,-0.10089000000000015,0.0,-0.09,-0.0,-0.6971093516582059,0.0
21.46,21.550248,55.62,0.060333,0.53,1.031,-1,0,27.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,-1,BSh,-1.43,47.3,20.8,20.97,-0.1344820000000002,0.0,-1.72,-0.0,-4.197109351658206,0.0
22.23,22.327776,52.57,0.106,0.72,1.688,1,0,31.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,1,BSh,0.48,9.8,25.1,23.1,-0.029260000000000064,0.0,0.45,0.0,0.10289064834179484,0.0
21.026667,21.316977,55.61,0.094667,0.33,1.031,0,0,24.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,0,BSh,,,18.7,20.13,-0.1759780000000002,0.0,,,-6.297109351658207,0.0
20.9,21.063556,56.49,0.088667,0.6,1.246,-1,1,22.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,-1,BSh,-0.7,15.4,21.4,20.67,-0.14930200000000005,0.0,-0.76,-0.0,-3.597109351658208,0.0
23.726667,23.889017,48.1,0.071667,0.41,1.246,1,0,46.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.36,7.6,22.4,23.56,-0.006536000000000097,0.0,-0.38,-0.0,-2.597109351658208,0.0
23.813333,24.114143,47.67,0.129333,0.57,1.031,2,1,48.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.64,13.6,23.5,22.67,-0.05050200000000005,0.0,-0.69,-0.0,-1.4971093516582066,0.0
23.423333,23.4584,49.75,0.048,0.91,1.031,1,-1,43.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,1,BSh,0.02,5.0,25.4,23.59,-0.005054000000000114,0.0,0.02,0.0,0.402890648341792,0.0
22.883333,23.004902,51.24,0.072,0.73,1.396,0,0,57.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,0,BSh,0.29,6.7,24.8,23.46,-0.011476000000000042,0.0,0.28,0.0,-0.19710935165820587,0.0
22.21,22.426919,52.27,0.091333,0.45,1.439,0,0,46.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,0,BSh,-0.28,6.6,21.7,22.36,-0.0658160000000001,0.0,-0.29,-0.0,-3.2971093516582073,0.0
22.363333,22.517015,52.65,0.331333,0.59,1.375,1,0,46.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.54,11.2,22.7,20.86,-0.13991600000000015,0.0,-0.58,-0.0,-2.2971093516582073,0.0
22.476667,22.582101,51.32,0.152667,0.74,1.237,1,0,34.0,Female,Air Conditioned,Office,15.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.21,6.0,24.0,21.81,-0.09298600000000024,0.0,-0.22,-0.0,-0.9971093516582066,0.0
22.596667,22.534246,52.98,0.193333,0.61,1.267,0,0,41.0,Female,Air Conditioned,Office,16.85,hot arid,Winter,-30.749,121.466,0,BSh,-0.47,9.6,23.0,21.55,-0.10583000000000009,0.0,-0.5,-0.0,-1.9971093516582066,0.0
21.166667,21.628326,44.71,0.195333,0.73,1.224,0,0,42.0,Female,Air Conditioned,Office,11.15,hot arid,Winter,-30.749,121.466,0,BSh,-0.69,15.1,22.7,19.77,-0.1937620000000001,0.0,-0.75,-0.0,-2.2971093516582073,0.0
17.95,18.924292,54.32,0.116,0.4,1.688,-1,0,24.0,Female,Air Conditioned,Office,11.15,hot arid,Winter,-30.749,121.466,-1,BSh,-0.91,22.4,17.9,18.33,-0.2648980000000002,0.0,-1.02,-0.0,-7.097109351658208,0.0
17.896667,18.876243,56.09,0.180667,0.93,1.718,-1,1,31.0,Female,Air Conditioned,Office,11.15,hot arid,Winter,-30.749,121.466,-1,BSh,-0.02,5.0,23.9,18.54,-0.2545240000000002,0.0,-0.02,-0.0,-1.097109351658208,0.0
18.043333,18.623655,55.68,0.174333,0.77,1.418,-1,1,42.0,Female,Air Conditioned,Office,11.15,hot arid,Winter,-30.749,121.466,-1,BSh,-0.79,18.0,21.0,17.44,-0.308864,0.0,-0.87,-0.0,-3.9971093516582066,0.0
19.746667,20.110003,50.97,0.172,0.74,1.074,0,0,24.0,Female,Air Conditioned,Office,11.15,hot arid,Winter,-30.749,121.466,0,BSh,-1.46,48.8,20.6,18.2,-0.2713200000000001,0.0,-1.77,-0.0,-4.397109351658205,0.0
20.783333,21.191182,48.27,0.100667,0.46,1.658,1,0,28.0,Female,Air Conditioned,Office,11.15,hot arid,Winter,-30.749,121.466,1,BSh,-0.23,6.1,20.9,21.04,-0.13102400000000025,0.0,-0.24,-0.0,-4.097109351658208,0.0
20.75,21.001279,47.82,0.109333,0.33,1.117,-1,0,48.0,Female,Air Conditioned,Office,11.15,hot arid,Winter,-30.749,121.466,-1,BSh,,,18.4,19.4,-0.21204000000000023,0.0,,,-6.597109351658208,0.0
22.853333,23.187307,48.89,0.059,0.8,1.246,2,0,49.0,Female,Air Conditioned,Office,11.15,hot arid,Winter,-30.749,121.466,1,BSh,0.16,5.5,24.9,23.29,-0.01987400000000017,0.0,0.16,0.0,-0.097109351658208,0.0
23.156667,23.505887,45.23,0.086,0.53,1.031,2,-1,35.0,Female,Air Conditioned,Office,11.15,hot arid,Winter,-30.749,121.466,1,BSh,-0.85,20.2,22.5,22.15,-0.0761900000000002,0.0,-0.95,-0.0,-2.4971093516582066,0.0
23.153333,23.579853,46.82,0.069667,0.56,1.568,2,-1,37.0,Female,Air Conditioned,Office,11.15,hot arid,Winter,-30.749,121.466,1,BSh,0.34,7.5,23.9,23.93,0.01174199999999992,0.0,0.33,0.0,-1.097109351658208,0.0
22.836667,23.147696,41.19,0.132333,0.52,1.658,0,0,28.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,0,BSh,0.2,5.8,23.2,22.59,-0.054454000000000224,0.0,0.2,0.0,-1.7971093516582073,0.0
22.136667,22.61677,44.89,0.095667,1.13,1.203,-2,1,28.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,-1,BSh,0.31,7.0,26.4,22.45,-0.06137000000000015,0.0,0.3,0.0,1.402890648341792,0.0
22.063333,22.570493,45.4,0.115667,0.71,1.031,0,0,26.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,0,BSh,-0.82,19.0,22.8,20.92,-0.13695199999999996,0.0,-0.91,-0.0,-2.197109351658206,0.0
22.113333,22.649363,44.53,0.141333,1.1,1.546,2,0,26.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,0.63,13.4,27.7,22.93,-0.03765800000000019,0.0,0.59,0.0,2.7028906483417927,0.0
22.366667,22.839391,44.51,0.112333,0.87,1.387,1,0,23.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,0.29,6.8,25.4,22.46,-0.06087600000000015,0.0,0.28,0.0,0.402890648341792,0.0
22.346667,22.515323,42.96,0.108333,0.88,1.203,0,0,34.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,0,BSh,-0.03,5.0,24.6,21.77,-0.09496200000000021,0.0,-0.03,-0.0,-0.39710935165820516,0.0
22.233333,22.27646,43.24,0.198,0.53,1.418,2,0,44.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,-0.48,9.7,22.2,20.81,-0.14238600000000012,0.0,-0.51,-0.0,-2.7971093516582073,0.0
22.613333,23.058848,41.78,0.081,0.53,1.418,0,0,32.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,0,BSh,-0.08,5.1,22.7,22.44,-0.06186400000000014,0.0,-0.08,-0.0,-2.2971093516582073,0.0
23.496667,23.678023,40.97,0.105333,0.73,1.516,1,-1,41.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,0.48,9.9,25.4,23.52,-0.008512000000000075,0.0,0.45,0.0,0.402890648341792,0.0
22.386667,22.494392,44.68,0.062,0.4,1.375,1,0,47.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,-0.52,10.7,21.1,22.28,-0.06976800000000005,0.0,-0.55,-0.0,-3.897109351658205,0.0
22.026667,22.351307,45.63,0.08,0.45,1.718,1,0,42.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,0.1,5.2,22.0,22.69,-0.04951400000000006,0.0,0.1,0.0,-2.9971093516582066,0.0
22.663333,22.851274,42.62,0.111,0.78,1.031,1,0,37.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,-0.53,10.9,23.7,21.46,-0.11027600000000004,0.0,-0.57,-0.0,-1.2971093516582073,0.0
22.863333,23.10893,42.62,0.064,0.65,1.546,0,0,31.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,0,BSh,0.34,7.5,24.3,23.39,-0.014934000000000003,0.0,0.33,0.0,-0.6971093516582059,0.0
23.12,23.002106,41.86,0.164333,0.65,1.173,0,0,23.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,0,BSh,-0.47,9.7,23.4,21.51,-0.10780600000000007,0.0,-0.5,-0.0,-1.597109351658208,0.0
22.686667,22.65642,43.31,0.139667,0.55,1.117,0,0,32.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,0,BSh,-0.91,22.5,22.2,21.04,-0.13102400000000025,0.0,-1.02,-0.0,-2.7971093516582073,0.0
22.356667,22.583554,43.77,0.185333,0.58,1.598,1,0,22.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,0.01,5.0,23.3,21.64,-0.10138400000000014,0.0,0.01,0.0,-1.6971093516582059,0.0
21.943333,22.151644,43.58,0.167667,0.68,1.289,1,0,33.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,-0.42,8.6,23.0,20.72,-0.14683200000000007,0.0,-0.44,-0.0,-1.9971093516582066,0.0
21.11,21.596587,47.74,0.151667,0.56,1.203,1,-1,39.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,-1.05,28.1,21.2,19.86,-0.18931600000000015,0.0,-1.2,-0.0,-3.7971093516582073,0.0
21.98,22.584304,43.4,0.113,0.51,1.718,1,-1,52.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,1,BSh,0.17,5.6,22.7,22.24,-0.07174400000000025,0.0,0.17,0.0,-2.2971093516582073,0.0
22.27,22.759772,41.17,0.214667,0.65,1.267,-1,0,40.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,-1,BSh,-0.52,10.7,23.1,20.68,-0.14880800000000005,0.0,-0.55,-0.0,-1.8971093516582052,0.0
23.013333,23.212332,43.08,0.065,0.54,1.246,0,0,35.0,Female,Air Conditioned,Office,9.2,hot arid,Winter,-30.749,121.466,0,BSh,-0.31,7.0,22.7,22.62,-0.05297200000000002,0.0,-0.32,-0.0,-2.2971093516582073,0.0
23.4,23.554954,33.58,0.086,0.64,1.203,0,0,38.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,0,BSh,-0.16,5.5,23.6,22.2,-0.07372000000000023,0.0,-0.16,-0.0,-1.3971093516582052,0.0
21.396667,22.107418,37.72,0.139,0.48,1.357,0,0,32.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,0,BSh,-0.74,16.6,21.1,20.13,-0.1759780000000002,0.0,-0.81,-0.0,-3.897109351658205,0.0
22.183333,22.47412,36.83,0.05,0.93,1.203,1,0,33.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,1,BSh,0.03,5.0,24.8,22.08,-0.07964800000000016,0.0,0.03,0.0,-0.19710935165820587,0.0
23.146667,23.372773,34.99,0.125333,1.03,1.396,0,0,24.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,0,BSh,0.53,10.9,26.9,22.97,-0.035682000000000214,0.0,0.5,0.0,1.902890648341792,0.0
23.223333,23.350945,35.84,0.131667,0.79,1.095,1,0,40.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.29,6.8,24.3,21.69,-0.09891399999999995,0.0,-0.3,-0.0,-0.6971093516582059,0.0
20.36,21.415807,43.35,0.156333,0.62,1.117,1,-1,29.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,1,BSh,-1.36,43.2,21.0,18.88,-0.23772800000000016,0.0,-1.62,-0.0,-3.9971093516582066,0.0
20.996667,22.054199,39.66,0.212333,0.91,1.117,0,0,35.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,0,BSh,-0.65,13.8,23.3,19.61,-0.20166600000000012,0.0,-0.7,-0.0,-1.6971093516582059,0.0
21.266667,21.586997,40.09,0.151,0.88,1.031,-1,1,39.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,-1,BSh,-0.84,20.1,22.9,19.68,-0.19820800000000016,0.0,-0.93,-0.0,-2.097109351658208,0.0
21.676667,21.804445,39.5,0.126667,0.72,1.117,0,0,38.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,0,BSh,-0.77,17.4,22.5,20.11,-0.17696600000000018,0.0,-0.85,-0.0,-2.4971093516582066,0.0
22.333333,22.208923,35.47,0.166667,0.6,1.138,0,0,26.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,0,BSh,-0.97,24.9,22.1,20.06,-0.17943600000000015,0.0,-1.1,-0.0,-2.897109351658205,0.0
22.343333,22.154933,37.71,0.195,0.53,1.117,-1,1,37.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,-1,BSh,-1.31,40.9,21.2,19.83,-0.19079800000000025,0.0,-1.55,-0.0,-3.7971093516582073,0.0
22.78,22.574331,37.2,0.162333,0.7,1.289,-1,0,40.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,-1,BSh,-0.24,6.2,23.6,21.19,-0.12361400000000011,0.0,-0.25,-0.0,-1.3971093516582052,0.0
22.416667,22.570896,38.33,0.136,0.6,1.538,0,0,32.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,0,BSh,0.03,5.0,23.2,21.65,-0.10089000000000015,0.0,0.03,0.0,-1.7971093516582073,0.0
22.526667,22.7631,38.9,0.124333,0.65,1.375,2,-1,40.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.09,5.2,23.4,21.64,-0.10138400000000014,0.0,-0.09,-0.0,-1.597109351658208,0.0
22.793333,22.900232,37.32,0.279,0.62,1.375,-1,1,33.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,-1,BSh,-0.38,7.9,23.3,20.72,-0.14683200000000007,0.0,-0.4,-0.0,-1.6971093516582059,0.0
21.58,22.20648,41.23,0.073333,0.96,1.031,1,0,22.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.39,8.2,24.1,21.07,-0.12954200000000005,0.0,-0.41,-0.0,-0.8971093516582052,0.0
21.64,21.95064,41.34,0.107333,0.69,1.718,2,-1,39.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,1,BSh,0.33,7.3,24.1,21.92,-0.08755200000000007,0.0,0.32,0.0,-0.8971093516582052,0.0
21.67,21.967846,42.3,0.098667,0.5,1.658,0,0,50.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,0,BSh,0.01,5.0,22.0,21.7,-0.09842000000000017,0.0,0.01,0.0,-2.9971093516582066,0.0
21.876667,22.151845,40.89,0.056333,0.83,1.117,1,0,47.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.36,7.7,23.6,21.41,-0.11274600000000001,0.0,-0.38,-0.0,-1.3971093516582052,0.0
21.943333,22.165495,42.0,0.124,0.83,1.031,1,-1,50.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.68,14.7,23.4,20.6,-0.15276,0.0,-0.74,-0.0,-1.597109351658208,0.0
23.043333,23.425779,38.32,0.055333,0.7,1.387,-2,1,50.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,-1,BSh,0.22,6.0,24.4,23.19,-0.024814000000000114,0.0,0.21,0.0,-0.597109351658208,0.0
23.193333,23.270298,38.89,0.095333,0.61,1.267,-1,1,36.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,-1,BSh,-0.13,5.3,23.4,22.27,-0.07026200000000005,0.0,-0.13,-0.0,-1.597109351658208,0.0
22.65,22.844309,39.34,0.108667,1.07,1.246,-2,1,25.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,-1,BSh,0.33,7.3,26.3,22.46,-0.06087600000000015,0.0,0.32,0.0,1.3028906483417941,0.0
22.62,22.46264,39.58,0.075333,0.69,1.336,0,0,45.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,0,BSh,-0.02,5.0,23.6,22.07,-0.08014200000000016,0.0,-0.02,-0.0,-1.3971093516582052,0.0
22.166667,22.330933,41.02,0.057333,1.03,1.538,0,0,42.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,0,BSh,0.61,12.8,26.9,23.3,-0.019380000000000175,0.0,0.57,0.0,1.902890648341792,0.0
21.666667,21.966537,43.34,0.079,0.4,1.345,1,0,55.0,Female,Air Conditioned,Office,12.1,hot arid,Winter,-30.749,121.466,1,BSh,-0.78,18.0,20.4,21.16,-0.1250960000000001,0.0,-0.86,-0.0,-4.597109351658208,0.0
21.856667,21.889719,41.5,0.152333,0.86,1.418,0,1,35.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,0.1,5.2,24.7,21.22,-0.12213200000000013,0.0,0.1,0.0,-0.2971093516582073,0.0
21.31,21.451564,42.72,0.075667,0.65,1.095,1,-1,41.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,-0.98,25.1,21.6,20.21,-0.17202600000000012,0.0,-1.11,-0.0,-3.397109351658205,0.0
19.686667,20.412625,43.93,0.064,0.8,1.117,0,0,45.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,-0.94,23.7,21.6,19.16,-0.2238960000000001,0.0,-1.06,-0.0,-3.397109351658205,0.0
20.776667,21.071994,43.7,0.071667,0.57,1.418,1,0,24.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,-0.46,9.5,21.4,20.56,-0.1547360000000002,0.0,-0.49,-0.0,-3.597109351658208,0.0
21.493333,21.670039,42.16,0.074,1.09,1.516,2,0,45.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,0.54,11.0,26.8,22.46,-0.06087600000000015,0.0,0.51,0.0,1.8028906483417941,0.0
20.796667,20.953657,42.92,0.116,1.01,1.418,0,1,29.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,0.16,5.5,25.1,20.79,-0.1433740000000001,0.0,0.16,0.0,0.10289064834179484,0.0
21.253333,21.186706,42.56,0.070667,1.12,1.387,1,0,22.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,0.36,7.6,26.1,21.81,-0.09298600000000024,0.0,0.35,0.0,1.1028906483417948,0.0
20.6,20.914967,43.28,0.051667,1.18,1.345,1,0,38.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,0.28,6.6,26.0,21.56,-0.1053360000000001,0.0,0.27,0.0,1.0028906483417934,0.0
21.073333,21.238603,40.65,0.110667,0.69,1.246,-1,1,26.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,-1,BSh,-0.58,12.1,22.1,19.93,-0.18585800000000008,0.0,-0.62,-0.0,-2.897109351658205,0.0
21.433333,21.482446,42.35,0.112667,0.65,1.267,-1,1,39.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,-1,BSh,-0.53,11.0,22.2,20.34,-0.16560400000000008,0.0,-0.57,-0.0,-2.7971093516582073,0.0
21.76,21.542607,42.78,0.061,0.87,1.396,-1,0,57.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,-1,BSh,0.17,5.6,24.6,21.92,-0.08755200000000007,0.0,0.17,0.0,-0.39710935165820516,0.0
22.08,22.119754,40.91,0.087667,0.44,1.418,1,0,34.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,-0.45,9.3,21.2,21.43,-0.11175800000000002,0.0,-0.48,-0.0,-3.7971093516582073,0.0
22.213333,22.53938,40.35,0.082667,0.68,1.418,0,0,49.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,0.06,5.1,23.6,22.01,-0.08310600000000012,0.0,0.06,0.0,-1.3971093516582052,0.0
22.36,22.765191,40.97,0.192,0.56,1.478,0,0,53.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,-0.23,6.1,22.8,21.21,-0.12262600000000012,0.0,-0.24,-0.0,-2.197109351658206,0.0
22.52,22.532333,40.73,0.217667,0.66,1.508,1,0,46.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,-0.03,5.0,23.8,21.27,-0.11966200000000016,0.0,-0.03,-0.0,-1.1971093516582059,0.0
22.013333,22.348853,42.81,0.203,0.46,1.203,0,0,43.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,-1.26,38.4,21.1,20.06,-0.17943600000000015,0.0,-1.48,-0.0,-3.897109351658205,0.0
21.286667,21.34734,41.46,0.193333,0.61,1.396,-1,1,23.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,-1,BSh,-0.58,12.0,22.0,19.75,-0.1947500000000001,0.0,-0.62,-0.0,-2.9971093516582066,0.0
21.536667,22.264808,43.8,0.245333,0.65,1.216,-1,1,37.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,-1,BSh,-0.88,21.2,22.2,19.81,-0.19178600000000023,0.0,-0.98,-0.0,-2.7971093516582073,0.0
21.99,22.452419,42.58,0.116667,0.65,1.418,1,0,51.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,-0.07,5.1,23.2,21.53,-0.10681800000000008,0.0,-0.07,-0.0,-1.7971093516582073,0.0
20.936667,21.764465,46.13,0.200667,0.83,1.546,0,0,23.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,0.07,5.1,24.6,20.69,-0.14831400000000006,0.0,0.07,0.0,-0.39710935165820516,0.0
20.85,21.129409,46.37,0.158,0.86,1.117,-1,1,25.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,-1,BSh,-0.72,15.9,22.9,19.64,-0.20018400000000014,0.0,-0.79,-0.0,-2.097109351658208,0.0
21.61,21.668421,44.79,0.198667,0.91,1.628,1,0,28.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,0.35,7.5,25.9,21.45,-0.11077000000000026,0.0,0.34,0.0,0.902890648341792,0.0
21.173333,21.258539,45.15,0.159667,0.98,1.598,2,-1,28.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,0.36,7.8,26.0,21.35,-0.11570999999999998,0.0,0.35,0.0,1.0028906483417934,0.0
21.663333,21.639156,43.57,0.141333,0.68,1.43,0,0,24.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,-0.18,5.6,23.1,20.83,-0.14139800000000013,0.0,-0.18,-0.0,-1.8971093516582052,0.0
21.623333,21.669395,44.02,0.118667,1.01,1.031,0,0,36.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,-0.43,8.8,24.2,20.66,-0.14979600000000004,0.0,-0.45,-0.0,-0.7971093516582073,0.0
20.62,21.417693,44.54,0.170333,0.79,1.203,1,0,45.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,-0.67,14.6,22.7,19.52,-0.20611200000000018,0.0,-0.73,-0.0,-2.2971093516582073,0.0
21.053333,21.436597,43.83,0.173333,0.89,1.718,1,0,48.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,0.38,8.0,25.6,21.26,-0.12015600000000015,0.0,0.36,0.0,0.6028906483417948,0.0
20.993333,21.116755,44.02,0.129,1.12,1.375,1,0,57.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,0.24,6.2,26.0,21.09,-0.12855400000000006,0.0,0.23,0.0,1.0028906483417934,0.0
21.923333,21.999749,40.97,0.093333,0.68,1.095,0,0,32.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,-0.74,16.5,22.4,20.63,-0.15127800000000025,0.0,-0.81,-0.0,-2.597109351658208,0.0
21.376667,21.837426,40.66,0.189,0.8,1.216,1,0,38.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,-0.53,10.8,23.3,19.95,-0.1848700000000002,0.0,-0.57,-0.0,-1.6971093516582059,0.0
22.523333,22.735481,39.07,0.099667,0.61,1.718,0,0,46.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,0.39,8.2,23.9,22.69,-0.04951400000000006,0.0,0.37,0.0,-1.097109351658208,0.0
23.133333,23.337175,37.44,0.076333,0.73,1.117,0,0,35.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,0,BSh,-0.23,6.1,24.0,22.19,-0.074214,0.0,-0.24,-0.0,-0.9971093516582066,0.0
23.423333,23.667242,36.68,0.103,0.73,1.246,1,0,50.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,1,BSh,0.07,5.1,24.5,22.54,-0.0569240000000002,0.0,0.07,0.0,-0.4971093516582066,0.0
22.326667,22.401526,35.36,0.165667,1.26,1.203,-1,1,39.0,Female,Air Conditioned,Office,14.9,hot arid,Winter,-30.749,121.466,-1,BSh,0.29,6.8,27.0,21.73,-0.09693800000000019,0.0,0.28,0.0,2.0028906483417934,0.0
