Tair,tr,RH,vel,clo,Met,thermal_sensation,thermal_preference,Âge,Sexe,cooling type,Building_type,Tout,clim,Season,lat,lon,TSV_3p,Climate,pmv,ppd,set,pet,pts_pet,pts_set,apmv,epmv,apts,epts
22.8,23.881227,36.1,0.11,0.562644,1.1,0,0,33.0,Male,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-0.67,14.5,22.9,21.53,-0.10681800000000008,0.0,-0.73,-0.0,-2.097109351658208,0.0
22.2,23.181386,36.0,0.13,0.993811,1.1,-1,1,27.0,Female,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.11,5.3,25.2,21.42,-0.11225200000000002,0.0,-0.11,-0.0,0.2028906483417927,0.0
21.6,22.482524,36.4,0.16,0.54605,1.1,-2,1,29.0,Female,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-1.32,41.2,21.4,19.65,-0.19969000000000015,0.0,-1.57,-0.0,-3.597109351658208,0.0
21.9,22.657561,36.8,0.11,0.408975,1.1,-2,0,30.0,Male,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-1.42,46.4,20.5,20.24,-0.17054400000000014,0.0,-1.71,-0.0,-4.497109351658207,0.0
22.2,23.389798,36.4,0.11,0.562644,1.1,-1,0,23.0,Male,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.84,19.9,22.3,20.93,-0.1364580000000002,0.0,-0.93,-0.0,-2.697109351658206,0.0
22.6,23.036216,42.3,0.13,0.633418,1.1,-2,1,30.0,Female,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.69,15.1,22.9,21.26,-0.12015600000000015,0.0,-0.75,-0.0,-2.097109351658208,0.0
22.9,23.556502,40.3,0.14,0.425919,1.1,-1,0,24.0,Female,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-1.16,33.2,21.7,21.25,-0.12065000000000015,0.0,-1.35,-0.0,-3.2971093516582073,0.0
23.3,24.280486,39.6,0.13,0.648463,1.1,-1,1,35.0,Male,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.39,8.2,23.9,22.2,-0.07372000000000023,0.0,-0.41,-0.0,-1.097109351658208,0.0
22.5,23.916706,43.9,0.13,0.54605,1.1,-1,0,28.0,Female,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.79,18.0,22.7,21.6,-0.10336000000000012,0.0,-0.87,-0.0,-2.2971093516582073,0.0
22.1,23.427177,39.6,0.17,0.753549,1.1,-2,1,36.0,Female,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.59,12.4,23.7,20.88,-0.13892800000000016,0.0,-0.63,-0.0,-1.2971093516582073,0.0
23.6,24.359611,48.0,0.12,0.414998,1.1,0,0,27.0,Female,Air Conditioned,Office,28.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-0.78,17.9,22.5,22.76,-0.0460560000000001,0.0,-0.86,-0.0,-2.4971093516582066,0.0
21.6,22.141328,68.4,0.11,0.562644,1.1,0,0,37.0,Male,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-0.92,22.9,21.7,21.71,-0.09792600000000018,0.0,-1.03,-0.0,-3.2971093516582073,0.0
21.0,21.982383,67.8,0.13,0.294867,1.1,-1,0,19.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,,,19.0,20.98,-0.133988,0.0,,,-5.997109351658207,0.0
20.8,21.683198,67.6,0.16,0.458682,1.1,0,0,33.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-1.69,61.0,20.2,20.38,-0.1636280000000001,0.0,-2.11,-0.0,-4.797109351658207,0.0
20.6,21.590131,67.2,0.15,0.648463,1.1,-1,0,26.0,Male,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-1.11,31.0,21.6,20.4,-0.16264000000000012,0.0,-1.28,-0.0,-3.397109351658205,0.0
20.6,21.358327,68.0,0.11,0.338551,1.1,0,0,32.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-1.98,75.7,18.8,20.58,-0.15374800000000022,0.0,-2.59,-0.0,-6.197109351658206,0.0
20.8,21.354098,68.4,0.17,0.579329,1.1,-1,0,27.0,Male,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-1.37,43.8,20.9,20.27,-0.16906200000000005,0.0,-1.64,-0.0,-4.097109351658208,0.0
20.9,21.664277,68.0,0.13,0.596253,1.1,-1,0,25.0,Male,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-1.11,31.0,21.4,20.8,-0.14288000000000012,0.0,-1.28,-0.0,-3.597109351658208,0.0
20.9,21.680706,67.7,0.19,0.54605,1.1,-2,1,22.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-1.48,50.0,20.7,20.3,-0.16758000000000006,0.0,-1.8,-0.0,-4.297109351658207,0.0
21.1,21.85803,67.6,0.11,0.425919,1.1,0,0,31.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-1.46,48.6,20.2,21.12,-0.12707200000000007,0.0,-1.77,-0.0,-4.797109351658207,0.0
21.5,22.260891,66.8,0.12,0.514028,1.1,-1,0,46.0,Male,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-1.11,31.0,21.3,21.48,-0.10928800000000005,0.0,-1.28,-0.0,-3.697109351658206,0.0
21.5,22.04137,67.1,0.11,0.562644,1.1,-2,1,29.0,Male,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.96,24.5,21.6,21.52,-0.10731200000000007,0.0,-1.08,-0.0,-3.397109351658205,0.0
21.6,22.143542,66.9,0.12,0.797233,1.1,-2,0,27.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.43,8.9,23.6,21.84,-0.09150400000000003,0.0,-0.45,-0.0,-1.3971093516582052,0.0
21.8,22.554418,66.2,0.1,0.458682,1.1,0,1,22.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-1.1,30.6,21.2,21.99,-0.08409400000000011,0.0,-1.27,-0.0,-3.7971093516582073,0.0
21.8,22.574811,66.4,0.17,0.556971,1.1,0,0,24.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-1.08,29.6,21.9,21.46,-0.11027600000000004,0.0,-1.24,-0.0,-3.097109351658208,0.0
21.6,22.143542,67.4,0.12,0.808154,1.1,0,0,29.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-0.41,8.5,23.7,21.89,-0.08903400000000006,0.0,-0.43,-0.0,-1.2971093516582073,0.0
22.4,22.725969,69.8,0.12,0.458682,1.1,-1,0,25.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-1.01,26.5,21.6,22.52,-0.057912000000000186,0.0,-1.15,-0.0,-3.397109351658205,0.0
22.8,23.553869,69.4,0.1,0.753549,1.1,-1,0,29.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.07,5.1,24.8,23.66,-0.0015960000000001529,0.0,-0.07,-0.0,-0.19710935165820587,0.0
23.1,23.751408,69.3,0.12,0.54605,1.1,0,0,31.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-0.49,10.1,23.3,23.54,-0.007524000000000086,0.0,-0.52,-0.0,-1.6971093516582059,0.0
23.1,23.746082,69.4,0.1,0.502366,1.1,-1,0,33.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.52,10.6,22.9,23.71,0.0008739999999998194,0.0,-0.55,-0.0,-2.097109351658208,0.0
23.1,23.640704,69.7,0.11,0.425919,1.1,1,-1,30.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,1,Aw,-0.77,17.5,22.2,23.56,-0.006536000000000097,0.0,-0.85,-0.0,-2.7971093516582073,0.0
23.1,23.642885,69.4,0.12,0.666181,1.1,1,0,29.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,1,Aw,-0.24,6.2,24.2,23.62,-0.0035720000000001306,0.0,-0.25,-0.0,-0.7971093516582073,0.0
22.6,23.053612,68.0,0.25,0.633418,1.1,-2,-1,29.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.83,19.4,22.4,22.0,-0.08360000000000012,0.0,-0.92,-0.0,-2.597109351658208,0.0
22.2,22.960461,68.8,0.12,0.786312,1.1,-2,1,25.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.25,6.3,24.3,22.77,-0.0455620000000001,0.0,-0.26,-0.0,-0.6971093516582059,0.0
22.0,22.985257,69.2,0.14,0.556971,1.1,-3,1,20.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.86,20.6,22.3,22.19,-0.074214,0.0,-0.96,-0.0,-2.697109351658206,0.0
22.5,23.040952,69.1,0.11,0.556971,1.1,-1,0,29.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.64,13.6,22.6,22.84,-0.04210400000000014,0.0,-0.69,-0.0,-2.397109351658205,0.0
22.5,23.049326,71.1,0.15,0.698944,1.1,0,0,23.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-0.43,8.9,23.9,22.79,-0.044574000000000114,0.0,-0.45,-0.0,-1.097109351658208,0.0
22.3,22.863871,71.9,0.23,0.567892,1.1,-1,0,22.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-1.04,27.8,21.9,21.93,-0.08705800000000008,0.0,-1.19,-0.0,-3.097109351658208,0.0
22.6,23.032763,71.7,0.11,0.556971,1.1,1,-1,35.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,1,Aw,-0.61,12.7,22.7,23.06,-0.031236000000000264,0.0,-0.66,-0.0,-2.2971093516582073,0.0
23.0,23.327081,72.2,0.13,0.666181,1.1,-1,0,27.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.31,7.0,24.1,23.47,-0.01098200000000027,0.0,-0.32,-0.0,-0.8971093516582052,0.0
23.2,23.742842,72.8,0.12,0.45256,1.1,0,0,52.0,Male,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-0.69,15.0,22.5,23.78,0.0043320000000000025,0.0,-0.75,-0.0,-2.4971093516582066,0.0
23.5,24.253489,71.9,0.1,0.556971,1.1,1,-1,35.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,1,Aw,-0.22,6.0,24.0,24.44,0.03693599999999986,0.0,-0.23,-0.0,-0.9971093516582066,0.0
23.4,24.045942,70.9,0.1,0.579329,1.1,-2,0,27.0,Male,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.23,6.1,24.0,24.22,0.026067999999999758,0.0,-0.24,-0.0,-0.9971093516582066,0.0
23.1,23.65285,70.6,0.17,0.596253,1.1,0,0,36.0,Male,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-0.54,11.0,23.6,23.23,-0.022838000000000136,0.0,-0.58,-0.0,-1.3971093516582052,0.0
23.0,23.538481,70.4,0.1,0.54605,1.1,0,-1,22.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-0.45,9.3,23.1,23.62,-0.0035720000000001306,0.0,-0.48,-0.0,-1.8971093516582052,0.0
23.1,24.076868,70.0,0.12,0.648463,1.1,-1,0,27.0,Male,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,-1,Aw,-0.21,5.9,24.4,23.85,0.007789999999999964,0.0,-0.22,-0.0,-0.597109351658208,0.0
23.3,24.376328,69.5,0.1,0.633418,1.1,0,0,25.0,Female,Air Conditioned,Office,27.5,tropical savanna,Summer,13.756331,100.501765,0,Aw,-0.1,5.2,24.5,24.29,0.02952599999999994,0.0,-0.1,-0.0,-0.4971093516582066,0.0
31.1,31.523514,75.9,0.0729,0.601441,0.648464,1,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,,33.75,0.4968499999999998,,,,,
31.0,31.324126,73.4,0.1225,0.601441,1.006826,1,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,33.8,33.75,0.4968499999999998,0.0,,,8.80289064834179,0.0
31.2,31.570801,73.8,0.7396,0.601441,1.006826,2,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,30.5,32.18,0.4192919999999998,0.0,,,5.502890648341793,0.0
31.9,31.9,70.2,0.16,0.601441,1.877133,2,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,35.1,36.49,0.632206,0.0,,,10.102890648341795,0.0
32.0,31.790831,70.2,0.0484,0.601441,1.006826,1,0,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,34.5,35.12,0.5645279999999997,0.0,,,9.502890648341793,0.0
31.8,31.697559,71.5,0.0169,0.601441,1.12628,2,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,34.6,35.74,0.595156,0.0,,,9.602890648341795,0.0
31.4,30.291175,69.8,0.7056,0.601441,0.648464,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,,30.88,0.35507199999999983,,,,,
31.7,31.7,68.9,1.7424,0.601441,1.006826,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,29.2,31.27,0.37433799999999984,0.0,,,4.202890648341793,0.0
33.0,32.493344,67.7,0.9216,0.601441,1.877133,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,34.3,35.83,0.5996019999999997,0.0,,,9.30289064834179,0.0
31.0,31.721919,67.3,0.0256,0.601441,1.877133,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,34.5,36.63,0.639122,0.0,,,9.502890648341793,0.0
31.0,31.91043,66.8,0.0049,0.601441,0.887372,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,,34.38,0.5279720000000001,,,,,
31.0,31.71552,66.1,0.0144,0.601441,0.887372,0,0,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,34.16,0.5171039999999998,,,,,
33.1,32.743485,60.5,0.5184,0.205619,0.648464,0,-1,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,31.8,0.40052,,,,,
33.6,33.714998,56.5,0.36,0.205619,0.767918,1,-1,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,,32.76,0.4479439999999997,,,,,
33.5,34.061509,54.6,0.2601,0.205619,0.767918,1,-1,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,,33.05,0.46226999999999974,,,,,
33.1,32.983986,57.4,0.3969,0.205619,1.877133,0,-1,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,31.0,34.62,0.5398279999999998,0.0,,,6.002890648341793,0.0
32.9,32.67151,59.2,0.3249,0.305437,0.767918,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,32.45,0.43263000000000007,,,,,
33.0,33.117841,59.2,0.4761,0.258914,0.887372,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,32.33,0.4267019999999997,,,,,
32.8,33.005723,61.0,0.0225,0.258914,1.006826,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,32.4,35.56,0.5862639999999999,0.0,,,7.402890648341792,0.0
31.2,30.891236,70.5,0.0225,0.601441,1.877133,2,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,34.9,36.64,0.639616,0.0,,,9.902890648341792,0.0
31.2,31.2,72.0,0.04,0.601441,1.006826,1,0,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,33.8,34.43,0.5304419999999999,0.0,,,8.80289064834179,0.0
31.5,31.5,70.3,0.09,0.601441,1.006826,0,0,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,33.9,34.21,0.519574,0.0,,,8.902890648341792,0.0
31.9,31.791444,68.9,0.1369,0.601441,1.006826,0,0,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,34.2,34.25,0.52155,0.0,,,9.202890648341796,0.0
32.1,32.328594,64.8,0.3249,0.601441,1.006826,1,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,32.1,33.46,0.48252399999999995,0.0,,,7.102890648341795,0.0
31.6,31.488273,68.0,0.2304,0.601441,1.006826,0,0,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,32.4,33.27,0.47313800000000006,0.0,,,7.402890648341792,0.0
31.7,31.7,67.7,0.09,0.601441,1.006826,1,0,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,33.9,34.23,0.5205619999999997,0.0,,,8.902890648341792,0.0
31.6,31.6,70.1,0.0625,0.601441,1.006826,1,0,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,34.1,34.56,0.536864,0.0,,,9.102890648341795,0.0
31.0,30.789204,70.1,0.0625,0.601441,0.887372,0,0,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,33.33,0.4761019999999998,,,,,
30.7,31.574548,71.6,0.81,0.601441,1.877133,0,0,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,33.5,33.35,0.47709,0.0,,,8.502890648341793,0.0
31.3,29.49811,69.8,0.0729,0.601441,1.006826,0,0,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,32.7,33.07,0.46325799999999995,0.0,,,7.702890648341796,0.0
32.1,30.554161,68.9,0.5041,0.578301,1.877133,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,34.2,34.73,0.5452619999999997,0.0,,,9.202890648341796,0.0
31.4,30.478689,67.7,0.3481,0.601441,1.877133,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,34.5,34.3,0.5240199999999997,0.0,,,9.502890648341793,0.0
32.6,31.726011,65.7,0.81,0.601441,1.006826,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,30.8,32.85,0.45238999999999985,0.0,,,5.802890648341794,0.0
32.9,31.749347,63.7,0.9801,0.601441,0.887372,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,,32.48,0.43411199999999983,,,,,
31.0,31.767781,63.6,0.1681,0.601441,1.877133,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,34.0,34.94,0.5556359999999998,0.0,,,9.002890648341793,0.0
30.4,30.743569,67.6,0.3249,0.205619,0.767918,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,30.2,0.32147999999999977,,,,,
30.9,31.015401,68.5,0.36,0.578301,0.767918,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,31.29,0.3753259999999998,,,,,
31.0,31.203156,68.5,0.0081,0.404243,1.877133,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,32.5,36.58,0.6366519999999998,0.0,,,7.502890648341793,0.0
32.8,33.008082,57.7,0.04,0.258914,1.877133,0,-1,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,31.5,37.12,0.6633279999999997,0.0,,,6.502890648341793,0.0
32.4,32.73476,57.9,0.2304,0.205619,0.767918,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,32.11,0.4158339999999998,,,,,
32.1,32.210205,61.4,0.1849,0.404243,0.887372,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,32.97,0.4583179999999998,,,,,
31.7,31.92512,64.0,0.2601,0.258914,0.887372,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,32.07,0.41385799999999984,,,,,
32.6,32.6,61.4,0.0324,0.258914,1.877133,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,31.7,37.28,0.6712319999999998,0.0,,,6.702890648341793,0.0
31.8,31.8,65.2,0.5184,0.258914,1.877133,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,30.9,33.61,0.48993399999999987,0.0,,,5.902890648341792,0.0
31.0,31.115386,67.7,0.36,0.205619,1.877133,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,29.9,33.32,0.4756079999999998,0.0,,,4.902890648341792,0.0
30.3,30.418322,70.8,0.4761,0.205619,0.767918,0,0,32.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,29.81,0.30221399999999976,,,,,
30.0,29.653183,73.0,0.36,0.60249,0.887372,0,0,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,1.22,36.3,,30.57,0.3397579999999998,,1.07,0.0,,
30.1,29.98096,72.3,0.5041,0.60249,0.887372,0,0,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,30.37,0.3298779999999999,,,,,
30.5,30.626499,71.4,0.8836,0.60249,1.877133,0,0,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,32.9,32.59,0.439546,0.0,,,7.902890648341792,0.0
30.8,30.674532,72.0,0.8281,0.60249,1.12628,0,-1,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,29.9,31.27,0.37433799999999984,0.0,,,4.902890648341792,0.0
30.8,30.936124,69.6,1.4884,0.60249,1.006826,2,-1,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,28.3,30.28,0.32543199999999994,0.0,,,3.302890648341794,0.0
31.1,31.350617,68.9,0.8281,0.60249,1.006826,0,0,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,29.5,31.25,0.37334999999999985,0.0,,,4.502890648341793,0.0
31.3,31.179584,66.8,0.5776,0.60249,0.767918,0,1,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,31.14,0.3679159999999999,,,,,
31.0,31.121404,67.0,0.6241,0.60249,0.887372,0,0,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,,30.98,0.360012,,,,,
31.3,31.022859,67.8,1.6641,0.60249,1.877133,0,0,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,32.1,32.48,0.43411199999999983,0.0,,,7.102890648341795,0.0
31.0,31.0,67.7,0.2209,0.60249,1.006826,0,0,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,31.8,32.49,0.43460600000000005,0.0,,,6.802890648341794,0.0
32.6,30.332203,69.3,1.2996,0.62363,1.12628,2,-1,25.0,Female,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,31.0,32.7,0.44497999999999993,0.0,,,6.002890648341793,0.0
30.2,30.55205,71.2,0.4356,0.601441,1.006826,1,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,29.7,31.01,0.361494,0.0,,,4.702890648341793,0.0
30.4,30.269986,74.2,1.0816,0.601441,1.006826,0,0,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,28.5,30.33,0.3279019999999997,0.0,,,3.5028906483417934,0.0
30.7,30.578486,72.8,0.6241,0.601441,1.006826,1,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,29.7,31.27,0.37433799999999984,0.0,,,4.702890648341793,0.0
30.8,30.676202,71.6,0.7396,0.601441,1.006826,1,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,29.4,31.07,0.36445799999999995,0.0,,,4.402890648341792,0.0
31.1,31.226006,70.8,0.8649,0.601441,1.877133,2,-1,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,33.6,33.51,0.4849939999999997,0.0,,,8.602890648341795,0.0
31.1,31.202453,70.4,0.0169,0.601441,1.006826,0,0,47.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,,,33.5,34.55,0.5363699999999998,0.0,,,8.502890648341793,0.0
29.1,31.451137,73.4,0.0144,0.601441,0.887372,0,0,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,0,BWh,1.75,64.5,,33.26,0.47264399999999984,,1.45,,,
30.3,30.851724,71.9,0.1849,0.601441,1.006826,1,-1,37.0,Male,Naturally Ventilated,Office,30.083333,desert (hot arid),Summer,24.860734,67.001136,1,BWh,,,32.0,32.36,0.4281839999999999,0.0,,,7.002890648341793,0.0
