Tair,tr,RH,vel,clo,Met,Âge,Sexe,Tout,Season,cooling type,Building_type,top,tg,thermal_sensation,thermal_preference,Climat,city,country,lat,lon,year,Date,TSV_3p,Climate,Trm_ema_28,Tout_ema_28,RHout_ema_28,precip_ema_28,sunshine_ema_h_28,wind_ema_28,Trm_ema_14,Tout_ema_14,RHout_ema_14,precip_ema_14,sunshine_ema_h_14,wind_ema_14,Trm_ema_7,Tout_ema_7,RHout_ema_7,precip_ema_7,sunshine_ema_h_7,wind_ema_7
22.8833333333333,23.0049021963764,51.24,0.0719999999999999,0.73,1.396,57.0,female,15.1,winter,air conditioned,office,22.9441177648548,,0,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-15,0,BSh,16.42834857540695,16.42834857540695,67.27775228246185,2.2782156158511735,6.764786381276158,15.084413390449043,13.963732859540709,13.963732859540709,79.76765752964258,4.089909690795037,4.469381350748309,16.04186048825422,13.648403433151543,13.648403433151543,81.24249353259802,3.924096578732133,5.249293681184451,18.30417494662106
22.21,22.4269192557205,52.27,0.0913333333333333,0.45,1.439,46.0,female,15.1,winter,air conditioned,office,22.3184596278603,,0,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-15,0,BSh,16.42834857540695,16.42834857540695,67.27775228246185,2.2782156158511735,6.764786381276158,15.084413390449043,13.963732859540709,13.963732859540709,79.76765752964258,4.089909690795037,4.469381350748309,16.04186048825422,13.648403433151543,13.648403433151543,81.24249353259802,3.924096578732133,5.249293681184451,18.30417494662106
22.3633333333333,22.51701483524,52.65,0.331333333333333,0.59,1.375,46.0,female,15.1,winter,air conditioned,office,22.4401740842867,,1,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-15,1,BSh,16.42834857540695,16.42834857540695,67.27775228246185,2.2782156158511735,6.764786381276158,15.084413390449043,13.963732859540709,13.963732859540709,79.76765752964258,4.089909690795037,4.469381350748309,16.04186048825422,13.648403433151543,13.648403433151543,81.24249353259802,3.924096578732133,5.249293681184451,18.30417494662106
22.4766666666667,22.582101412735,51.32,0.152666666666667,0.74,1.237,34.0,female,15.1,winter,air conditioned,office,22.5293840397008,,1,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-15,1,BSh,16.42834857540695,16.42834857540695,67.27775228246185,2.2782156158511735,6.764786381276158,15.084413390449043,13.963732859540709,13.963732859540709,79.76765752964258,4.089909690795037,4.469381350748309,16.04186048825422,13.648403433151543,13.648403433151543,81.24249353259802,3.924096578732133,5.249293681184451,18.30417494662106
22.5966666666667,22.5342456728767,52.98,0.193333333333333,0.61,1.267,41.0,female,16.85,winter,air conditioned,office,22.5654561697717,,0,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-16,0,BSh,16.61934612214171,16.61934612214171,67.47429143793872,2.127993849343514,6.7792313381111455,14.366857484193705,14.155250775588666,14.155250775588666,80.04491585738549,2.856575161171368,5.755547211475472,15.041919130976826,14.317440681392327,14.317440681392327,81.85923470929265,4.369653244968504,4.641901107430458,15.997139086015522
21.1666666666667,21.6283262062359,44.71,0.195333333333333,0.73,1.224,42.0,female,11.15,winter,air conditioned,office,21.3974964364513,,0,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-27,0,BSh,15.249074335044297,15.249074335044297,74.8018247245642,1.334653346372501,5.5945642094989,14.722422446300518,14.973974589223038,14.973974589223038,79.15059209699037,1.5701045440310295,5.633594973765063,14.849935926913341,14.588218069635332,14.588218069635332,76.01910215243697,0.01406250020954758,5.508311809632513,15.341097501572222
17.95,18.9242918651822,54.32,0.116,0.4,1.688,24.0,female,11.15,winter,air conditioned,office,18.4371459325911,,-1,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-27,-1,BSh,15.249074335044297,15.249074335044297,74.8018247245642,1.334653346372501,5.5945642094989,14.722422446300518,14.973974589223038,14.973974589223038,79.15059209699037,1.5701045440310295,5.633594973765063,14.849935926913341,14.588218069635332,14.588218069635332,76.01910215243697,0.01406250020954758,5.508311809632513,15.341097501572222
17.8966666666667,18.8762431562762,56.09,0.180666666666667,0.93,1.718,31.0,female,11.15,winter,air conditioned,office,18.3864549114714,,-1,1,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-27,-1,BSh,15.249074335044297,15.249074335044297,74.8018247245642,1.334653346372501,5.5945642094989,14.722422446300518,14.973974589223038,14.973974589223038,79.15059209699037,1.5701045440310295,5.633594973765063,14.849935926913341,14.588218069635332,14.588218069635332,76.01910215243697,0.01406250020954758,5.508311809632513,15.341097501572222
18.0433333333333,18.6236550397818,55.68,0.174333333333333,0.77,1.418,42.0,female,11.15,winter,air conditioned,office,18.3334941865576,,-1,1,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-27,-1,BSh,15.249074335044297,15.249074335044297,74.8018247245642,1.334653346372501,5.5945642094989,14.722422446300518,14.973974589223038,14.973974589223038,79.15059209699037,1.5701045440310295,5.633594973765063,14.849935926913341,14.588218069635332,14.588218069635332,76.01910215243697,0.01406250020954758,5.508311809632513,15.341097501572222
19.7466666666667,20.1100027218811,50.97,0.172,0.74,1.074,24.0,female,11.15,winter,air conditioned,office,19.9283346942739,,0,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-27,0,BSh,15.249074335044297,15.249074335044297,74.8018247245642,1.334653346372501,5.5945642094989,14.722422446300518,14.973974589223038,14.973974589223038,79.15059209699037,1.5701045440310295,5.633594973765063,14.849935926913341,14.588218069635332,14.588218069635332,76.01910215243697,0.01406250020954758,5.508311809632513,15.341097501572222
20.7833333333333,21.191181707008,48.27,0.100666666666667,0.46,1.658,28.0,female,11.15,winter,air conditioned,office,20.9872575201706,,1,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-27,1,BSh,15.249074335044297,15.249074335044297,74.8018247245642,1.334653346372501,5.5945642094989,14.722422446300518,14.973974589223038,14.973974589223038,79.15059209699037,1.5701045440310295,5.633594973765063,14.849935926913341,14.588218069635332,14.588218069635332,76.01910215243697,0.01406250020954758,5.508311809632513,15.341097501572222
20.75,21.0012793134578,47.82,0.109333333333333,0.33,1.117,48.0,female,11.15,winter,air conditioned,office,20.8756396567289,,-1,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-27,-1,BSh,15.249074335044297,15.249074335044297,74.8018247245642,1.334653346372501,5.5945642094989,14.722422446300518,14.973974589223038,14.973974589223038,79.15059209699037,1.5701045440310295,5.633594973765063,14.849935926913341,14.588218069635332,14.588218069635332,76.01910215243697,0.01406250020954758,5.508311809632513,15.341097501572222
22.8533333333333,23.1873065891511,48.89,0.059,0.8,1.246,49.0,female,11.15,winter,air conditioned,office,23.0203199612422,,2,0,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-27,1,BSh,15.249074335044297,15.249074335044297,74.8018247245642,1.334653346372501,5.5945642094989,14.722422446300518,14.973974589223038,14.973974589223038,79.15059209699037,1.5701045440310295,5.633594973765063,14.849935926913341,14.588218069635332,14.588218069635332,76.01910215243697,0.01406250020954758,5.508311809632513,15.341097501572222
23.1566666666667,23.5058866223724,45.23,0.086,0.53,1.031,35.0,female,11.15,winter,air conditioned,office,23.3312766445195,,2,-1,hot arid,kalgoorlie,australia,-30.749,121.466,1997,1997-05-27,1,BSh,15.249074335044297,15.249074335044297,74.8018247245642,1.334653346372501,5.5945642094989,14.722422446300518,14.973974589223038,14.973974589223038,79.15059209699037,1.5701045440310295,5.633594973765063,14.849935926913341,14.588218069635332,14.588218069635332,76.01910215243697,0.01406250020954758,5.508311809632513,15.341097501572222
