Tair,RH,clo,Met,Tout,vel,tr,Âge,Climate,Season,Sexe,Building_type,cooling type,thermal_sensation,thermal_preference,TSV_3p
18.9,36.2,1.5,1.1,8.5,0.05,18.9,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,-1.0,0.0
19.5,35.1,1.49,1.1,8.5,0.02,19.5,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
19.5,35.1,1.48,1.1,8.5,0.02,19.5,35.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
16.9,39.0,1.78,1.1,8.5,0.04,16.9,55.0,Cwb,Winter,Male,Office,Mixed Mode,-3,-1.0,-1.0
17.2,36.8,1.5,1.1,8.5,0.05,17.2,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
17.3,41.2,1.13,1.1,8.5,0.02,17.3,25.0,Cwb,Winter,Male,Office,Mixed Mode,-1,-1.0,-1.0
17.2,38.1,2.01,1.1,8.5,0.03,17.2,55.0,Cwb,Winter,Male,Office,Mixed Mode,-1,-1.0,-1.0
18.1,35.7,2.23,1.1,8.5,0.01,18.1,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
19.6,33.0,1.65,1.1,8.5,0.02,19.6,35.0,Cwb,Winter,Male,Office,Mixed Mode,-1,-1.0,-1.0
19.6,33.0,1.72,1.1,8.5,0.02,19.6,45.0,Cwb,Winter,Male,Office,Mixed Mode,2,0.0,1.0
19.8,33.1,1.54,1.4,8.5,0.02,19.8,35.0,Cwb,Winter,Male,Office,Mixed Mode,1,1.0,1.0
20.0,32.4,1.49,1.1,8.5,0.03,20.0,35.0,Cwb,Winter,Female,Office,Mixed Mode,1,0.0,1.0
19.9,32.3,1.92,1.1,8.5,0.04,19.9,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
20.6,35.6,1.79,1.1,8.5,0.08,20.6,65.0,Cwb,Winter,Male,Office,Mixed Mode,1,0.0,1.0
21.6,32.0,1.45,1.1,8.5,0.02,21.6,65.0,Cwb,Winter,Male,Office,Mixed Mode,1,0.0,1.0
21.8,32.6,1.65,1.1,8.5,0.02,21.8,65.0,Cwb,Winter,Male,Office,Mixed Mode,1,0.0,1.0
22.8,31.2,1.48,1.1,8.5,0.04,22.8,25.0,Cwb,Winter,Female,Office,Mixed Mode,-1,-1.0,-1.0
23.0,30.6,1.41,1.1,8.5,0.06,23.0,25.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
19.3,31.9,1.72,1.1,8.5,0.04,19.3,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
19.5,31.3,1.76,1.1,8.5,0.05,19.5,55.0,Cwb,Winter,Female,Office,Mixed Mode,0,-1.0,0.0
19.2,33.1,1.76,1.1,8.5,0.06,19.2,55.0,Cwb,Winter,Male,Office,Mixed Mode,-1,-1.0,-1.0
19.0,42.5,1.33,1.1,8.5,0.02,19.0,55.0,Cwb,Winter,Male,Office,Mixed Mode,2,0.0,1.0
21.6,40.7,1.51,1.1,8.5,0.03,21.6,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
22.0,37.4,1.85,1.1,8.5,0.02,22.0,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
22.0,37.4,1.48,1.1,8.5,0.02,22.0,55.0,Cwb,Winter,Male,Office,Mixed Mode,3,1.0,1.0
22.1,35.1,1.74,1.6,8.5,0.02,22.1,55.0,Cwb,Winter,Male,Office,Mixed Mode,-1,0.0,-1.0
22.3,35.5,1.08,1.1,8.5,0.01,22.3,25.0,Cwb,Winter,Male,Office,Mixed Mode,-1,-1.0,-1.0
22.6,37.1,1.71,1.2,8.5,0.01,22.6,35.0,Cwb,Winter,Female,Office,Mixed Mode,0,0.0,0.0
19.5,30.0,1.64,1.1,8.5,0.03,19.5,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
18.9,31.2,1.41,1.1,8.5,0.04,18.9,55.0,Cwb,Winter,Female,Office,Mixed Mode,0,0.0,0.0
18.8,31.2,1.64,1.1,8.5,0.03,18.8,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
20.2,32.2,1.45,1.1,8.5,0.02,20.2,45.0,Cwb,Winter,Female,Office,Mixed Mode,3,0.0,1.0
21.8,27.8,1.85,1.1,8.5,0.02,21.8,55.0,Cwb,Winter,Female,Office,Mixed Mode,0,1.0,0.0
22.0,30.1,1.1,1.1,8.5,0.03,22.0,55.0,Cwb,Winter,Female,Office,Mixed Mode,3,1.0,1.0
21.4,29.0,1.63,1.1,8.5,0.02,21.4,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.7,28.8,1.67,1.1,8.5,0.03,21.7,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.8,29.3,1.76,1.1,8.5,0.03,21.8,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.8,28.4,1.63,1.1,8.5,0.02,21.8,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.0,26.0,1.48,1.4,8.5,0.02,21.0,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.6,26.0,1.76,1.1,8.5,0.02,21.6,45.0,Cwb,Winter,Male,Office,Mixed Mode,1,0.0,1.0
21.6,26.0,1.49,1.1,8.5,0.02,21.6,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.9,25.3,1.89,1.2,8.5,0.04,21.9,35.0,Cwb,Winter,Female,Office,Mixed Mode,0,0.0,0.0
22.0,32.8,1.35,1.3,8.5,0.03,22.0,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.4,33.3,1.39,1.3,8.5,0.01,21.4,55.0,Cwb,Winter,Male,Office,Mixed Mode,1,0.0,1.0
23.0,30.0,1.69,1.1,8.5,0.09,23.0,35.0,Cwb,Winter,Male,Office,Mixed Mode,1,0.0,1.0
23.1,29.7,1.7,1.6,8.5,0.04,23.1,35.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
22.1,21.3,1.68,1.1,8.5,0.04,22.1,35.0,Cwb,Winter,Female,Office,Mixed Mode,1,0.0,1.0
23.1,20.4,1.13,1.1,8.5,0.04,23.1,55.0,Cwb,Winter,Female,Office,Mixed Mode,1,0.0,1.0
23.1,20.0,1.27,1.1,8.5,0.02,23.1,25.0,Cwb,Winter,Male,Office,Mixed Mode,1,0.0,1.0
21.5,25.9,1.85,1.1,8.5,0.02,21.5,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.8,25.4,1.63,1.1,8.5,0.03,21.8,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.6,26.4,1.59,1.1,8.5,0.01,21.6,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
16.8,32.0,1.57,1.1,8.5,0.02,16.8,45.0,Cwb,Winter,Female,Office,Mixed Mode,1,0.0,1.0
18.3,30.8,1.51,1.1,8.5,0.02,18.3,25.0,Cwb,Winter,Male,Office,Mixed Mode,-1,0.0,-1.0
18.3,30.8,1.7,1.1,8.5,0.03,18.3,25.0,Cwb,Winter,Male,Office,Mixed Mode,-2,-1.0,-1.0
19.2,29.6,1.49,1.1,8.5,0.01,19.2,35.0,Cwb,Winter,Male,Office,Mixed Mode,0,-1.0,0.0
19.2,29.0,1.93,1.1,8.5,0.01,19.2,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
19.5,28.5,1.41,1.1,8.5,0.02,19.5,25.0,Cwb,Winter,Female,Office,Mixed Mode,0,0.0,0.0
19.6,28.5,1.64,1.1,8.5,0.01,19.6,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
20.9,26.8,1.5,1.1,8.5,0.02,20.9,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.8,25.8,1.54,1.1,8.5,0.02,21.8,35.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
21.5,25.9,1.17,1.1,8.5,0.01,21.5,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
22.2,31.8,1.16,1.1,8.5,0.01,22.2,25.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
23.6,28.3,1.44,1.1,8.5,0.01,23.6,45.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
29.2,26.0,1.51,1.4,8.5,0.04,29.2,35.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
24.1,24.2,1.46,1.1,8.5,0.03,24.1,55.0,Cwb,Winter,Male,Office,Mixed Mode,0,0.0,0.0
23.6,25.8,1.62,1.1,8.5,0.02,23.6,45.0,Cwb,Winter,Male,Office,Mixed Mode,-1,0.0,-1.0
17.4,22.5,1.91,1.1,8.5,0.06,17.4,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
15.5,24.7,1.22,1.3,8.5,0.05,15.5,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
15.0,26.8,1.58,1.0,8.5,0.06,15.0,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
15.0,28.3,1.38,1.3,8.5,0.06,15.0,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
14.7,28.1,1.64,1.5,8.5,0.07,14.7,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
19.6,21.7,1.79,1.1,8.5,0.15,19.6,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
16.2,26.4,1.53,1.1,8.5,0.1,16.2,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
15.4,27.7,1.58,1.1,8.5,0.06,15.4,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
15.1,25.3,1.97,1.4,8.5,0.07,15.1,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
15.0,26.1,1.88,1.1,8.5,0.07,15.0,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
14.9,25.9,1.16,1.4,8.5,0.09,14.9,25.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
14.8,27.4,2.03,1.6,8.5,0.05,14.8,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
15.3,23.8,1.75,1.1,8.5,0.18,15.3,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
15.4,25.8,1.82,1.9,8.5,0.1,15.4,65.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
15.4,25.1,1.48,1.6,8.5,0.09,15.4,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,1,1.0,1.0
15.0,26.9,1.95,1.1,8.5,0.04,15.0,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
14.9,26.5,1.84,1.1,8.5,0.06,14.9,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
14.9,27.8,1.61,1.9,8.5,0.06,14.9,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
19.5,20.1,1.81,1.6,8.5,0.06,19.5,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
16.8,22.7,1.37,1.7,8.5,0.04,16.8,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
15.3,24.3,1.91,1.3,8.5,0.05,15.3,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
14.6,23.0,1.95,1.1,8.5,0.1,14.6,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
14.6,24.4,1.42,1.1,8.5,0.08,14.6,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
14.9,22.0,1.53,1.4,8.5,0.05,14.9,45.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
14.7,22.3,1.53,1.1,8.5,0.06,14.7,25.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
14.6,22.4,1.46,1.6,8.5,0.09,14.6,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
16.5,23.1,1.4,1.1,8.5,0.03,16.5,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,-3,-1.0,-1.0
16.3,23.0,1.74,1.2,8.5,0.06,16.3,25.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,-1.0,0.0
16.3,22.4,1.24,1.3,8.5,0.03,16.3,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
16.7,21.9,0.9,1.1,8.5,0.04,16.7,25.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
16.7,21.9,1.47,1.2,8.5,0.05,16.7,45.0,Cwb,Winter,Female,Office,Naturally Ventilated,-2,-1.0,-1.0
16.7,22.2,1.66,1.3,8.5,0.02,16.7,25.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
16.5,23.1,1.87,1.1,8.5,0.02,16.5,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
16.5,23.1,1.56,1.4,8.5,0.02,16.5,25.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
16.5,24.1,1.7,1.1,8.5,0.03,16.5,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,-2,-1.0,-1.0
16.6,22.5,1.57,1.2,8.5,0.06,16.6,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
16.0,23.5,1.62,1.2,8.5,0.03,16.0,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
16.2,23.8,2.06,1.3,8.5,0.03,16.2,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,1,-1.0,1.0
16.6,24.8,2.05,1.2,8.5,0.02,16.6,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
16.5,24.0,1.52,1.1,8.5,0.04,16.5,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
16.2,33.6,1.87,1.1,8.5,0.05,16.2,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
16.1,24.7,1.48,1.1,8.5,0.04,16.1,35.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
16.1,24.7,1.41,1.1,8.5,0.04,16.1,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
16.1,24.3,1.98,1.1,8.5,0.07,16.1,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
15.8,24.3,1.48,1.1,8.5,0.07,15.8,35.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
15.8,25.6,1.61,1.1,8.5,0.03,15.8,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
15.9,25.1,2.01,1.4,8.5,0.02,15.9,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
15.9,25.9,2.14,1.1,8.5,0.09,15.9,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
16.1,24.3,1.39,1.3,8.5,0.03,16.1,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
16.2,24.0,1.84,1.2,8.5,0.06,16.2,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
16.2,24.0,1.48,1.4,8.5,0.12,16.2,45.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,-1.0,0.0
17.0,21.4,1.29,1.3,8.5,0.04,17.0,25.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,-1.0,0.0
17.0,23.3,1.96,1.1,8.5,0.07,17.0,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,-1.0,0.0
18.5,21.3,1.72,1.1,8.5,0.04,18.5,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
19.3,19.5,1.97,1.1,8.5,0.08,19.3,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
18.6,22.6,2.03,1.1,8.5,0.04,18.6,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
17.2,24.7,1.75,1.3,8.5,0.04,17.2,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
16.6,25.4,1.85,1.1,8.5,0.04,16.6,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
14.6,34.7,1.81,1.4,8.5,0.04,14.6,65.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
13.4,24.1,1.6,1.1,8.5,0.01,13.4,25.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
14.4,24.0,2.04,1.4,8.5,0.01,14.4,25.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
15.2,25.9,1.44,1.3,8.5,0.01,15.2,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
17.0,23.9,1.83,1.1,8.5,0.04,17.0,25.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
18.2,21.5,1.56,1.3,8.5,0.03,18.2,25.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,-1.0,0.0
20.0,19.4,1.54,1.1,8.5,0.03,20.0,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.5,18.5,1.68,1.3,8.5,0.01,20.5,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
19.9,18.4,1.9,1.3,8.5,0.06,19.9,45.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
18.3,23.0,1.54,1.3,8.5,0.04,18.3,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
18.5,24.1,2.04,1.3,8.5,0.03,18.5,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
16.2,41.3,1.64,1.0,8.5,0.04,16.2,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
17.6,37.2,1.41,1.0,8.5,0.06,17.6,25.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
17.9,36.6,1.73,1.4,8.5,0.09,17.9,25.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
15.6,35.5,1.65,1.1,8.5,0.09,15.6,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
16.6,36.2,1.31,1.4,8.5,0.05,16.6,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
16.3,37.7,1.42,1.4,8.5,0.05,16.3,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
19.0,47.3,1.62,1.0,8.5,0.03,19.0,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
19.6,46.8,1.96,1.0,8.5,0.04,19.6,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
20.0,45.5,1.66,1.0,8.5,0.07,20.0,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
20.9,39.2,1.31,1.1,8.5,0.03,20.9,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
20.3,36.6,1.86,1.1,8.5,0.07,20.3,45.0,Cwb,Winter,Female,Office,Naturally Ventilated,-2,-1.0,-1.0
20.4,37.2,1.34,1.1,8.5,0.06,20.4,35.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,-1.0,0.0
20.3,36.9,1.45,1.1,8.5,0.04,20.3,45.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.2,36.9,1.27,1.1,8.5,0.05,20.2,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
20.5,36.8,1.36,1.1,8.5,0.05,20.5,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.2,37.7,1.62,1.4,8.5,0.05,20.2,35.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
20.1,37.6,1.63,1.1,8.5,0.05,20.1,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.0,38.5,1.92,1.3,8.5,0.05,20.0,45.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,0.0,-1.0
21.9,32.3,1.42,1.0,8.5,0.05,21.9,35.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.4,33.9,1.65,1.4,8.5,0.05,20.4,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.0,33.3,1.5,1.1,8.5,0.14,21.0,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.2,36.4,1.74,1.1,8.5,0.08,20.2,35.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
22.0,30.1,1.62,1.1,8.5,0.09,22.0,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,2,0.0,1.0
22.2,36.5,1.71,1.4,8.5,0.06,22.2,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.5,36.8,1.54,1.4,8.5,0.06,20.5,45.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.0,39.2,1.69,1.4,8.5,0.07,20.0,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
19.8,40.9,1.72,1.1,8.5,0.03,19.8,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
17.4,43.5,1.77,1.1,8.5,0.02,17.4,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
18.6,43.4,1.35,1.1,8.5,0.02,18.6,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
19.4,39.9,1.85,1.4,8.5,0.07,19.4,65.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
18.5,43.3,1.73,1.7,8.5,0.04,18.5,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
19.6,40.9,1.61,1.4,8.5,0.05,19.6,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
19.9,40.8,1.56,1.1,8.5,0.13,19.9,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.2,40.9,1.66,1.1,8.5,0.05,20.2,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
18.9,42.1,1.7,1.1,8.5,0.07,18.9,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.8,37.7,1.82,1.6,8.5,0.07,21.8,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.1,37.3,1.6,1.4,8.5,0.05,21.1,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.5,35.3,1.55,1.7,8.5,0.1,21.5,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.9,38.2,1.82,1.7,8.5,0.08,21.9,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.7,38.8,1.8,1.1,8.5,0.06,20.7,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
17.0,37.7,1.07,1.0,8.5,0.02,17.0,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
18.0,38.0,1.14,1.0,8.5,0.03,18.0,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
20.0,34.5,1.2,1.0,8.5,0.04,20.0,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,2,0.0,1.0
16.8,34.0,1.52,1.0,8.5,0.03,16.8,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
20.0,32.3,0.85,1.4,8.5,0.1,20.0,45.0,Cwb,Winter,Female,Office,Naturally Ventilated,2,0.0,1.0
17.0,45.3,0.95,1.1,8.5,0.03,17.0,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,-1,-1.0,-1.0
19.6,40.5,1.52,1.0,8.5,0.02,19.6,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
20.7,40.7,1.22,1.1,8.5,0.03,20.7,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
18.5,40.6,1.52,1.1,8.5,0.05,18.5,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
19.8,36.5,1.3,1.1,8.5,0.05,19.8,25.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.1,33.9,1.83,1.1,8.5,0.09,20.1,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,1,0.0,1.0
18.5,44.3,1.26,1.1,8.5,0.06,18.5,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.1,36.6,1.02,1.1,8.5,0.02,21.1,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.2,35.4,0.96,1.1,8.5,0.05,20.2,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,2,0.0,1.0
17.7,44.6,2.05,1.1,8.5,0.05,17.7,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
17.8,43.8,1.55,1.4,8.5,0.06,17.8,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
17.9,36.3,1.28,1.4,8.5,0.06,17.9,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,-1,-1.0,-1.0
16.2,42.8,1.47,1.1,8.5,0.03,16.2,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
17.7,48.7,1.13,1.1,8.5,0.03,17.7,45.0,Cwb,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
17.2,44.3,1.4,1.1,8.5,0.04,17.2,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
18.4,41.9,1.57,1.3,8.5,0.04,18.4,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
19.3,39.4,1.27,1.1,8.5,0.01,19.3,55.0,Cwb,Winter,Female,Office,Naturally Ventilated,2,1.0,1.0
19.2,39.6,1.31,1.1,8.5,0.03,19.2,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.3,41.0,1.92,1.4,8.5,0.07,20.3,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.2,33.3,1.82,1.4,8.5,0.05,21.2,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
20.1,36.9,1.82,1.4,8.5,0.09,20.1,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
18.0,38.3,1.64,1.6,8.5,0.05,18.0,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
17.4,39.9,1.6,1.3,8.5,0.04,17.4,55.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
18.0,40.1,1.83,1.1,8.5,0.04,18.0,45.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
18.0,40.1,1.75,1.1,8.5,0.04,18.0,35.0,Cwb,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
