Tair,RH,clo,Met,Tout,vel,tr,Âge,Climate,Season,Sexe,Building_type,cooling type,thermal_sensation,thermal_preference,TSV_3p
20.2,66.3,1.18,1.0,5.0,0.04,20.2,47.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.2,66.3,1.08,1.2,5.0,0.04,20.2,38.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.2,66.3,1.51,2.0,5.0,0.05,20.2,24.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.2,66.3,1.44,1.9,5.0,0.04,20.2,18.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.2,66.3,1.15,1.7,5.0,0.05,20.2,16.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.5,66.9,1.67,0.8,5.0,0.07,21.5,41.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.5,66.9,1.11,2.4,5.0,0.08,21.5,35.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.5,66.9,1.08,1.2,5.0,0.05,21.5,14.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
22.8,66.0,0.9,1.0,5.0,0.06,22.8,52.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
22.8,66.0,1.18,0.8,5.0,0.08,22.8,35.0,Csa,Winter,Male,Office,Naturally Ventilated,1,-1.0,1.0
22.8,66.0,1.11,1.6,5.0,0.07,22.8,40.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
22.8,66.0,1.08,1.9,5.0,0.05,22.8,17.0,Csa,Winter,Female,Office,Naturally Ventilated,1,-1.0,1.0
22.8,66.0,1.15,1.2,5.0,0.05,22.8,14.0,Csa,Winter,Male,Office,Naturally Ventilated,1,0.0,1.0
22.7,66.8,1.15,1.0,5.0,0.06,22.7,47.0,Csa,Winter,Male,Office,Naturally Ventilated,1,0.0,1.0
22.7,66.8,1.75,0.8,5.0,0.04,22.7,39.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
22.9,67.9,1.67,2.4,5.0,0.04,22.9,67.0,Csa,Winter,Male,Office,Naturally Ventilated,1,-1.0,1.0
22.9,67.9,1.7,1.6,5.0,0.03,22.9,44.0,Csa,Winter,Male,Office,Naturally Ventilated,1,0.0,1.0
22.9,67.9,1.41,1.0,5.0,0.03,22.9,16.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.0,73.4,1.15,0.8,5.0,0.04,21.0,49.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.0,73.4,1.18,1.3,5.0,0.03,21.0,38.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
22.3,69.9,0.9,1.6,5.0,0.02,22.3,48.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
22.3,69.9,1.11,0.8,5.0,0.01,22.3,40.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
22.3,69.9,1.51,1.0,5.0,0.02,22.3,20.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
22.3,69.9,1.48,1.2,5.0,0.03,22.3,15.0,Csa,Winter,Female,Office,Naturally Ventilated,1,0.0,1.0
22.3,69.9,1.15,1.9,5.0,0.04,22.3,16.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
22.5,68.6,1.7,1.0,5.0,0.05,22.5,43.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
22.5,68.6,1.75,1.6,5.0,0.02,22.5,38.0,Csa,Winter,Female,Office,Naturally Ventilated,1,0.0,1.0
22.5,68.6,1.78,1.2,5.0,0.02,22.5,17.0,Csa,Winter,Female,Office,Naturally Ventilated,1,0.0,1.0
22.5,68.6,1.15,1.2,5.0,0.01,22.5,14.0,Csa,Winter,Male,Office,Naturally Ventilated,1,0.0,1.0
18.9,59.1,1.67,2.0,5.0,0.01,18.9,49.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
18.9,59.1,1.7,1.9,5.0,0.01,18.9,19.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
18.9,59.1,1.75,0.8,5.0,0.02,18.9,15.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.6,68.9,1.67,1.0,5.0,0.02,20.6,55.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.6,68.9,1.08,2.0,5.0,0.04,20.6,48.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.6,68.9,1.18,0.8,5.0,0.05,20.6,18.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.6,68.9,0.9,1.6,5.0,0.05,20.6,17.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.4,71.0,1.18,1.2,5.0,0.02,20.4,45.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.4,71.0,1.08,2.0,5.0,0.02,20.4,40.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.4,71.0,1.15,2.8,5.0,0.03,20.4,20.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.4,71.0,1.48,1.2,5.0,0.02,20.4,17.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.4,71.0,1.67,1.2,5.0,0.01,20.4,18.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.5,63.8,1.7,2.4,5.0,0.01,19.5,52.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.5,63.8,1.51,1.9,5.0,0.01,19.5,47.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
19.5,63.8,1.44,1.0,5.0,0.02,19.5,23.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.5,63.8,1.67,1.6,5.0,0.03,19.5,17.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.5,63.8,1.11,2.4,5.0,0.01,19.5,14.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.7,62.1,1.18,2.0,5.0,0.02,19.7,43.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.7,62.1,1.15,1.2,5.0,0.02,19.7,67.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.7,62.1,1.51,0.8,5.0,0.04,19.7,39.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.7,62.1,1.73,2.4,5.0,0.02,19.7,18.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.7,62.1,1.67,1.0,5.0,0.02,19.7,16.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.7,62.1,1.15,1.2,5.0,0.05,19.7,14.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.5,69.3,1.18,2.0,5.0,0.01,20.5,60.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.5,69.3,1.08,0.8,5.0,0.01,20.5,53.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.8,68.8,1.11,0.8,5.0,0.02,18.8,48.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
18.8,68.8,1.08,2.0,5.0,0.02,18.8,42.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
18.8,68.8,1.73,1.6,5.0,0.03,18.8,29.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
18.8,68.8,1.18,1.0,5.0,0.02,18.8,21.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.6,59.9,1.18,1.0,5.0,0.01,19.6,42.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.6,59.9,0.95,1.6,5.0,0.0,19.6,35.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.6,59.9,1.15,0.8,5.0,0.01,19.6,20.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.7,57.7,1.41,1.2,5.0,0.0,20.7,25.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.7,57.7,1.73,1.0,5.0,0.03,20.7,35.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.7,57.7,1.75,1.2,5.0,0.03,20.7,24.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.7,57.7,1.76,1.9,5.0,0.05,20.7,21.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.7,57.7,1.11,2.0,5.0,0.0,20.7,10.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.8,51.0,0.9,1.6,5.0,0.01,21.8,81.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.8,51.0,1.15,1.6,5.0,0.03,21.8,75.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.8,51.0,1.11,0.8,5.0,0.03,21.8,62.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.8,51.0,1.08,1.0,5.0,0.01,21.8,60.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.8,51.0,1.41,1.6,5.0,0.02,21.8,51.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.8,51.0,1.18,1.2,5.0,0.01,21.8,42.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.8,51.0,1.7,1.2,5.0,0.03,21.8,37.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.8,51.0,1.67,1.0,5.0,0.04,21.8,14.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.8,51.0,1.11,2.0,5.0,0.01,21.8,16.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.8,51.0,1.08,1.2,5.0,0.05,21.8,25.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.9,42.5,1.18,1.6,5.0,0.02,20.9,65.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.9,42.5,1.15,1.2,5.0,0.02,20.9,54.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.9,42.5,1.11,2.0,5.0,0.02,20.9,38.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.9,42.5,1.08,1.6,5.0,0.02,20.9,32.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.9,44.4,1.67,1.6,5.0,0.06,21.9,55.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.9,44.4,1.15,0.8,5.0,0.08,21.9,23.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.9,44.4,0.9,1.0,5.0,0.09,21.9,21.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.9,44.4,1.11,1.6,5.0,0.1,21.9,17.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.0,62.1,1.67,1.2,5.0,0.02,20.0,58.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.0,62.1,1.48,1.2,5.0,0.02,20.0,50.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.0,62.1,1.44,1.0,5.0,0.03,20.0,28.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.0,62.1,1.75,2.0,5.0,0.02,20.0,24.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.0,62.1,1.48,1.2,5.0,0.02,20.0,20.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.0,60.7,1.15,1.6,5.0,0.01,20.0,48.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.0,60.7,0.9,1.2,5.0,0.01,20.0,38.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.0,60.7,1.15,0.8,5.0,0.05,20.0,26.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.0,60.7,1.11,0.8,5.0,0.04,20.0,39.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.0,60.7,1.51,1.0,5.0,0.03,20.0,21.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.3,62.4,1.67,1.2,5.0,0.01,20.3,45.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.3,62.4,1.15,1.9,5.0,0.02,20.3,13.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.3,62.4,1.48,1.9,5.0,0.03,20.3,35.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
17.0,57.7,1.73,1.2,5.0,0.0,17.0,37.0,Csa,Winter,Male,Office,Naturally Ventilated,-2,1.0,-1.0
17.0,57.7,1.78,1.2,5.0,0.01,17.0,29.0,Csa,Winter,Female,Office,Naturally Ventilated,-2,1.0,-1.0
18.7,64.0,2.0,1.6,5.0,0.03,18.7,66.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.7,64.0,1.75,1.9,5.0,0.0,18.7,58.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
18.7,64.0,1.97,1.2,5.0,0.02,18.7,47.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.7,64.0,1.75,2.0,5.0,0.03,18.7,42.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.7,64.0,2.0,2.0,5.0,0.0,18.7,24.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
19.7,62.8,1.7,0.8,5.0,0.05,19.7,69.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
19.7,62.8,1.75,2.4,5.0,0.04,19.7,64.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.7,62.8,1.67,1.0,5.0,0.01,19.7,60.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.7,62.8,1.18,1.9,5.0,0.01,19.7,58.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.2,63.3,1.7,2.4,5.0,0.04,20.2,16.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.2,63.3,1.67,1.9,5.0,0.04,20.2,13.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.2,63.3,1.11,2.4,5.0,0.09,20.2,11.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.2,63.3,1.08,0.8,5.0,0.08,20.2,10.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.7,65.8,1.73,1.0,5.0,0.02,20.7,39.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.7,65.8,1.18,1.0,5.0,0.02,20.7,36.0,Csa,Winter,Male,Office,Naturally Ventilated,1,1.0,1.0
20.7,65.8,1.18,1.2,5.0,0.02,20.7,15.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.7,65.8,1.48,2.0,5.0,0.02,20.7,27.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.7,65.8,1.51,1.2,5.0,0.02,20.7,32.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.0,67.2,1.15,1.2,5.0,0.05,21.0,62.0,Csa,Winter,Male,Office,Naturally Ventilated,1,1.0,1.0
21.0,67.2,0.9,1.2,5.0,0.05,21.0,32.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.0,67.2,1.67,0.8,5.0,0.08,21.0,28.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.0,67.2,1.75,1.0,5.0,0.05,21.0,23.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.3,68.2,1.18,1.2,5.0,0.02,20.3,42.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.3,68.2,1.78,2.4,5.0,0.02,20.3,29.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.3,68.2,1.78,2.0,5.0,0.06,20.3,12.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
20.9,69.4,1.67,1.9,5.0,0.08,20.9,25.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.9,69.4,1.75,1.6,5.0,0.04,20.9,17.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.9,69.4,1.44,1.2,5.0,0.03,20.9,14.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.0,68.0,1.15,1.6,5.0,0.0,21.0,29.0,Csa,Winter,Male,Office,Naturally Ventilated,1,0.0,1.0
21.0,68.0,1.18,1.2,5.0,0.02,21.0,22.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.0,68.0,1.41,1.0,5.0,0.06,21.0,24.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.5,64.4,1.7,1.0,5.0,0.05,19.5,81.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.5,64.4,1.15,0.8,5.0,0.0,19.5,68.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
19.5,64.4,1.18,0.8,5.0,0.02,19.5,73.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
18.7,66.5,1.67,1.2,5.0,0.01,18.7,65.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.7,66.5,1.48,2.4,5.0,0.01,18.7,60.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.7,66.5,1.48,1.2,5.0,0.05,18.7,41.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.7,66.5,1.51,1.6,5.0,0.01,18.7,31.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.7,66.5,1.7,1.2,5.0,0.01,18.7,36.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.1,65.0,1.15,2.0,5.0,0.03,19.1,67.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.1,65.0,1.75,1.0,5.0,0.05,19.1,56.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.1,65.0,1.78,1.0,5.0,0.03,19.1,52.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
21.1,66.3,1.18,1.2,5.0,0.02,21.1,17.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.1,66.3,1.15,1.2,5.0,0.03,21.1,15.0,Csa,Winter,Male,Office,Naturally Ventilated,1,0.0,1.0
21.1,66.3,1.41,0.8,5.0,0.03,21.1,14.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.1,66.3,1.41,1.9,5.0,0.03,21.1,27.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.1,66.3,1.41,0.8,5.0,0.05,21.1,31.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.2,61.9,1.18,1.9,5.0,0.06,21.2,45.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.2,61.9,1.5,1.0,5.0,0.05,21.2,40.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.2,61.9,0.9,1.6,5.0,0.05,21.2,21.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.2,61.9,0.9,2.0,5.0,0.03,21.2,17.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
21.2,61.9,1.08,1.0,5.0,0.07,21.2,38.0,Csa,Winter,Female,Office,Naturally Ventilated,1,0.0,1.0
20.9,64.7,1.18,1.2,5.0,0.01,20.9,65.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.9,64.7,1.15,1.2,5.0,0.01,20.9,27.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.9,64.7,1.08,1.2,5.0,0.02,20.9,21.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
23.0,65.0,0.9,0.8,5.0,0.03,23.0,69.0,Csa,Winter,Male,Office,Naturally Ventilated,1,0.0,1.0
23.0,65.0,0.9,0.8,5.0,0.03,23.0,67.0,Csa,Winter,Male,Office,Naturally Ventilated,0,-1.0,0.0
23.0,65.0,0.9,1.2,5.0,0.04,23.0,48.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
23.0,65.0,0.93,1.6,5.0,0.05,23.0,36.0,Csa,Winter,Male,Office,Naturally Ventilated,1,0.0,1.0
23.0,65.0,1.51,1.9,5.0,0.02,23.0,24.0,Csa,Winter,Female,Office,Naturally Ventilated,1,-1.0,1.0
21.7,56.5,1.18,0.8,5.0,0.05,21.7,67.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.7,56.5,1.48,2.4,5.0,0.05,21.7,49.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.7,56.5,1.41,1.0,5.0,0.03,21.7,54.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
22.1,45.0,1.18,1.9,5.0,0.07,22.1,48.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
22.1,45.0,1.15,2.0,5.0,0.07,22.1,52.0,Csa,Winter,Male,Office,Naturally Ventilated,1,0.0,1.0
22.1,45.0,1.08,1.6,5.0,0.09,22.1,37.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
22.1,45.0,1.11,1.0,5.0,0.1,22.1,34.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.2,58.1,1.18,2.4,5.0,0.03,20.2,48.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.2,58.1,1.15,1.0,5.0,0.03,20.2,20.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
20.2,58.1,1.48,1.6,5.0,0.02,20.2,39.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.2,58.1,1.44,1.2,5.0,0.02,20.2,18.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.0,60.7,1.7,0.8,5.0,0.01,20.0,51.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,0.0,-1.0
20.0,60.7,1.67,2.4,5.0,0.01,20.0,17.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.0,60.7,1.73,2.0,5.0,0.03,20.0,19.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.0,60.7,1.11,1.6,5.0,0.01,20.0,45.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.2,62.0,1.97,1.9,5.0,0.05,20.2,52.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.2,62.0,2.0,1.2,5.0,0.02,20.2,43.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.2,62.0,1.48,1.0,5.0,0.02,20.2,45.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.2,62.0,1.51,1.6,5.0,0.01,20.2,41.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.6,62.1,1.97,2.4,5.0,0.02,19.6,47.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.6,62.1,1.7,1.9,5.0,0.03,19.6,16.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.6,62.1,1.75,0.8,5.0,0.03,19.6,37.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
19.4,56.7,1.67,2.0,5.0,0.04,19.4,38.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.4,56.7,1.78,1.6,5.0,0.05,19.4,31.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
19.4,56.7,1.67,0.8,5.0,0.03,19.4,12.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.4,48.1,1.67,1.2,5.0,0.04,19.4,17.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
19.4,48.1,1.73,1.6,5.0,0.05,19.4,48.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.4,48.1,1.41,2.4,5.0,0.05,19.4,39.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.4,48.1,1.44,1.9,5.0,0.05,19.4,16.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
18.3,47.4,1.7,2.0,5.0,0.06,18.3,49.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.3,47.4,1.73,0.8,5.0,0.06,18.3,57.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
18.3,47.4,1.97,1.2,5.0,0.07,18.3,35.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
18.3,47.4,1.75,0.8,5.0,0.07,18.3,25.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.6,55.4,1.15,1.9,5.0,0.04,20.6,69.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.6,55.4,1.18,1.0,5.0,0.04,20.6,14.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.6,55.4,1.44,1.6,5.0,0.05,20.6,60.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.6,55.4,1.78,2.4,5.0,0.04,20.6,12.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.0,58.0,0.9,2.0,5.0,0.02,21.0,67.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
21.0,58.0,1.75,1.9,5.0,0.02,21.0,59.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
21.0,58.0,1.75,1.2,5.0,0.04,21.0,47.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
19.6,59.7,1.15,0.8,5.0,0.04,19.6,41.0,Csa,Winter,Male,Office,Naturally Ventilated,-1,1.0,-1.0
19.6,59.7,1.44,1.0,5.0,0.05,19.6,30.0,Csa,Winter,Female,Office,Naturally Ventilated,-1,1.0,-1.0
19.6,59.7,1.18,1.6,5.0,0.05,19.6,69.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.6,59.7,0.9,1.2,5.0,0.04,19.6,11.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
19.6,59.7,1.51,1.9,5.0,0.04,19.6,10.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
19.6,59.7,1.75,1.0,5.0,0.04,19.6,50.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.3,62.0,1.7,2.0,5.0,0.06,20.3,69.0,Csa,Winter,Male,Office,Naturally Ventilated,0,1.0,0.0
20.3,62.0,1.41,1.6,5.0,0.05,20.3,63.0,Csa,Winter,Female,Office,Naturally Ventilated,0,0.0,0.0
20.3,62.0,1.44,1.9,5.0,0.04,20.3,11.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
20.3,62.0,1.51,1.2,5.0,0.01,20.3,14.0,Csa,Winter,Female,Office,Naturally Ventilated,0,1.0,0.0
21.6,62.0,1.15,2.4,5.0,0.03,21.6,38.0,Csa,Winter,Male,Office,Naturally Ventilated,0,0.0,0.0
